sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country"
"Simon Hughes","357","Bermondsey and Old Southwark","Liberal Democrat","1537","2746","3012","http://sexymp.co.uk/mp/304.jpg","M","E14000553","65689","Bermondsey and Old Southwark","England"
"Jack Lopresti","358","Filton and Bradley Stoke","Conservative","1325","3123","2524","http://sexymp.co.uk/mp/372.jpg","M","E14000702","65865","Filton and Bradley Stoke","England"
"Barry Sheerman","359","Huddersfield","Labour Co-operative","1578","2713","3141","http://sexymp.co.uk/mp/534.jpg","M","E14000756","65624","Huddersfield","England"
"Pauline Latham","360","Mid Derbyshire","Conservative","1720","24262","32894","http://sexymp.co.uk/mp/349.jpg","F","E14000814","66007","Mid Derbyshire","England"
"Stephen McPartland","361","Stevenage","Conservative","1503","2757","2940","http://sexymp.co.uk/mp/411.jpg","M","E14000968","65571","Stevenage","England"
"Robert Walter","362","North Dorset","Conservative","1458","2779","2800","http://sexymp.co.uk/mp/608.jpg","M","E14000839","65702","North Dorset","England"
"Marcus Jones","363","Nuneaton","Conservative","1436","2784","2750","http://sexymp.co.uk/mp/329.jpg","M","E14000868","65663","Nuneaton","England"
"Laura Sandys","364","South Thanet","Conservative","1715","23362","32184","http://sexymp.co.uk/mp/525.jpg","F","E14000948","65829","South Thanet","England"
"Glyn Davies","365","Montgomeryshire","Conservative","1545","2662","3050","http://sexymp.co.uk/mp/148.jpg","M","W07000063","66111","Montgomeryshire","Wales"
"Philip Davies","366","Shipley","Conservative","1462","2919","3007","http://sexymp.co.uk/mp/149.jpg","M","E14000925","65959","Shipley","England"
"Tom Harris","367","Glasgow South","Labour","1709","2478","3405","http://sexymp.co.uk/mp/267.jpg","M","S14000034","14430","Glasgow South","Scotland"
"Ian Liddell-Grainger","368","Bridgwater and West Somerset","Conservative","1562","2636","3083","http://sexymp.co.uk/mp/365.jpg","M","E14000595","65620","Bridgwater and West Somerset","England"
"Ian Murray","369","Edinburgh South","Labour","1354","3133","2779","http://sexymp.co.uk/mp/448.jpg","M","S14000024","14421","Edinburgh South","Scotland"
"Andrew Robathan","370","South Leicestershire","Conservative","1504","2677","2933","http://sexymp.co.uk/mp/507.jpg","M","E14000940","66034","South Leicestershire","England"
"Tristram Hunt","371","Stoke-on-Trent Central","Labour","1374","3796","3480","http://sexymp.co.uk/mp/307.jpg","M","E14000972","65710","Stoke-on-Trent Central","England"
"Andrew Turner","372","Isle of Wight","Conservative","1508","2764","3047","http://sexymp.co.uk/mp/591.jpg","M","E14000762","65791","Isle of Wight","England"
"Tim Yeo","373","South Suffolk","Conservative","1456","2770","2863","http://sexymp.co.uk/mp/647.jpg","M","E14000946","65614","South Suffolk","England"
"Chuka Umunna","374","Streatham","Labour","1395","3533","3383","http://sexymp.co.uk/mp/596.jpg","M","E14000978","66042","Streatham","England"
"Peter Hain","375","Neath","Labour","1506","2925","3270","http://sexymp.co.uk/mp/252.jpg","M","W07000069","66082","Neath","Wales"
"John Hemmings","376","Birmingham, Yardley","Liberal Democrat","1711","2506","3521","http://sexymp.co.uk/mp/277.jpg","M","E14000568","65707","Birmingham, Yardley","England"
"Tom Blenkinsop","377","Middlesbrough South and East Cleveland","Labour","1473","2995","3250","http://sexymp.co.uk/mp/56.jpg","M","E14000820","65657","Middlesbrough South and East Cleveland","England"
"Stephen Metcalfe","378","South Basildon and East Thurrock","Conservative","1445","2852","2996","http://sexymp.co.uk/mp/418.jpg","M","E14000933","65962","South Basildon and East Thurrock","England"
"Paul Blomfield","379","Sheffield Central","Labour","1637","2445","3236","http://sexymp.co.uk/mp/57.jpg","M","E14000919","65957","Sheffield Central","England"
"Chris Bryant","380","Rhondda","Labour","1457","3143","3374","http://sexymp.co.uk/mp/81.jpg","M","W07000052","66092","Rhondda","Wales"
"Michael Gove","381","Surrey Heath","Conservative","1482","2822","3157","http://sexymp.co.uk/mp/235.jpg","M","E14000983","65747","Surrey Heath","England"
"Andrew Bingham","382","High Peak","Conservative","1493","2625","2991","http://sexymp.co.uk/mp/49.jpg","M","E14000748","66052","High Peak","England"
"Austin Mitchell","383","Great Grimsby","Labour","1691","2410","3441","http://sexymp.co.uk/mp/427.jpg","M","E14000716","65600","Great Grimsby","England"
"Mark Williams","384","Ceredigion","Liberal Democrat","1405","2816","2868","http://sexymp.co.uk/mp/627.jpg","M","W07000064","66110","Ceredigion","Wales"
"Dawn Primarolo","385","Bristol South","Labour","1353","29180","27798","http://sexymp.co.uk/mp/487.jpg","F","E14000601","66031","Bristol South","England"
"Ben Bradshaw","386","Exeter","Labour","1395","3260","3320","http://sexymp.co.uk/mp/64.jpg","M","E14000698","66033","Exeter","England"
"James Paice","387","South East Cambridgeshire","Conservative","1460","2805","3137","http://sexymp.co.uk/mp/469.jpg","M","E14000937","65997","South East Cambridgeshire","England"
"Bob Ainsworth","388","Coventry North East","Labour","1657","2597","3657","http://sexymp.co.uk/mp/6.jpg","M","E14000649","65636","Coventry North East","England"
"Mark Durkan","389","Foyle","Social Democratic and Labour","1558","2576","3278","http://sexymp.co.uk/mp/176.jpg","M","N06000008","66131","Foyle","Northern Ireland"
"Edward Miliband","390","Doncaster North","Labour","1584","3552","4658","http://sexymp.co.uk/mp/421.jpg","M","E14000669","65672","Doncaster North","England"
"Alex Cunningham","391","Stockton North","Labour","1558","2579","3298","http://sexymp.co.uk/mp/136.jpg","M","E14000970","65641","Stockton North","England"
"Yasmin Qureshi","392","Bolton South East","Labour","1334","30046","28602","http://sexymp.co.uk/mp/491.jpg","F","E14000579","65712","Bolton South East","England"
"Fiona ODonnell","393","East Lothian","Labour","1377","28544","29046","http://sexymp.co.uk/mp/460.jpg","F","S14000020","14417","East Lothian","Scotland"
"Kenneth Clarke","394","Rushcliffe","Conservative","1522","2769","3425","http://sexymp.co.uk/mp/113.jpg","M","E14000908","65736","Rushcliffe","England"
"Julie Elliot","395","Sunderland Central","Labour","1253","32061","27417","http://sexymp.co.uk/mp/181.jpg","F","E14000982","65586","Sunderland Central","England"
"William Bain","396","Glasgow North East","Labour","1591","2507","3405","http://sexymp.co.uk/mp/22.jpg","M","S14000032","14428","Glasgow North East","Scotland"
"Mike Penning","397","Hemel Hempstead","Conservative","1548","2539","3280","http://sexymp.co.uk/mp/476.jpg","M","E14000739","65967","Hemel Hempstead","England"
"Alistair Carmichael","398","Orkney and Shetland","Liberal Democrat","1552","2547","3321","http://sexymp.co.uk/mp/102.jpg","M","S14000051","14448","Orkney and Shetland","Scotland"
"Michelle Gildernew","399","Fermanagh and South Tyrone","Sinn Fein","1582","25080","33769","http://sexymp.co.uk/mp/224.jpg","F","N06000007","66130","Fermanagh and South Tyrone","Northern Ireland"
"Kerry McCarthey","400","Bristol East","Labour","1243","34206","29028","http://sexymp.co.uk/mp/394.jpg","F","E14000599","65839","Bristol East","England"
"Siobhain McDonagh","401","Mitcham and Morden","Labour","1240","33147","28033","http://sexymp.co.uk/mp/399.jpg","F","E14000823","66038","Mitcham and Morden","England"
"Diana Johnson","402","Kingston upon Hull North","Labour","1306","29883","28258","http://sexymp.co.uk/mp/321.jpg","F","E14000772","65618","Kingston upon Hull North","England"
"Hazel Blears","403","Salford and Eccles","Labour","1386","28047","29918","http://sexymp.co.uk/mp/55.jpg","F","E14000911","65688","Salford and Eccles","England"
"Geraint Davies","404","Swansea West","Labour Co-operative","1613","2398","3397","http://sexymp.co.uk/mp/147.jpg","M","W07000047","66118","Swansea West","Wales"
"Lynne Featherstone","405","Hornsey and Wood Green","Liberal Democrat","1207","36200","29493","http://sexymp.co.uk/mp/199.jpg","F","E14000752","65883","Hornsey and Wood Green","England"
"Yvette Cooper","406","Normanton, Pontefract and Castleford","Labour","1293","30557","29096","http://sexymp.co.uk/mp/125.jpg","F","E14000836","65918","Normanton, Pontefract and Castleford","England"
"James Brokenshire","407","Old Bexley and Sidcup","Conservative","1406","2717","3061","http://sexymp.co.uk/mp/72.jpg","M","E14000869","65653","Old Bexley and Sidcup","England"
"Rushanara Ali","408","Bethnal Green and Bow","Labour","1197","36550","29868","http://sexymp.co.uk/mp/11.jpg","F","E14000555","65853","Bethnal Green and Bow","England"
"Meg Hillier","409","Hackney South and Shoreditch","Labour Co-operative","1265","30910","28454","http://sexymp.co.uk/mp/285.jpg","F","E14000721","65752","Hackney South and Shoreditch","England"
"Simon Reevell","410","Dewsbury","Conservative","1434","2640","3101","http://sexymp.co.uk/mp/499.jpg","M","E14000666","65746","Dewsbury","England"
"Alison Seabeck","411","Plymouth, Moor View","Labour","1342","28305","29352","http://sexymp.co.uk/mp/528.jpg","F","E14000879","65974","Plymouth, Moor View","England"
"Lindsay Hoyle","412","Chorley","Labour","1626","2383","3510","http://sexymp.co.uk/mp/303.jpg","M","E14000637","65792","Chorley","England"
"Barbara Keeley","413","Worsley and Eccles South","Labour","1163","37660","29008","http://sexymp.co.uk/mp/335.jpg","F","E14001054","65757","Worsley and Eccles South","England"
"Joan Ruddock","414","Lewisham, Deptford","Labour","1256","30801","28067","http://sexymp.co.uk/mp/520.jpg","F","E14000789","66041","Lewisham, Deptford","England"
"Alison McGovern","415","Wirral South","Labour","1214","34712","29493","http://sexymp.co.uk/mp/403.jpg","F","E14001043","65847","Wirral South","England"
"Caroline Flint","416","Don Valley","Labour","1101","46722","31848","http://sexymp.co.uk/mp/204.jpg","F","E14000667","65553","Don Valley","England"
"Louise Ellman","417","Liverpool, Riverside","Labour Co-operative","1280","29783","28479","http://sexymp.co.uk/mp/184.jpg","F","E14000793","66066","Liverpool, Riverside","England"
"Debbie Abrahams","418","Oldham East and Saddleworth","Labour","1176","36076","28855","http://sexymp.co.uk/mp/3.jpg","F","E14000870","65903","Oldham East and Saddleworth","England"
"Jenny Chapman","419","Darlington","Labour","1203","34929","29736","http://sexymp.co.uk/mp/107.jpg","F","E14000658","65802","Darlington","England"
"John Randall","420","Uxbridge and South Ruislip","Conservative","1552","2556","3543","http://sexymp.co.uk/mp/493.jpg","M","E14001007","65613","Uxbridge and South Ruislip","England"
"Margaret Ritchie","421","South Down","Social Democratic and Labour","1570","2414","3428","http://sexymp.co.uk/mp/506.jpg","M","N06000015","66138","South Down","Northern Ireland"
"Ed Balls","422","Morley and Outwood","Labour Co-operative","1546","2730","3786","http://sexymp.co.uk/mp/27.jpg","M","E14000826","65735","Morley and Outwood","England"
"David Hanson","423","Delyn","Labour","1562","2452","3466","http://sexymp.co.uk/mp/262.jpg","M","W07000042","66112","Delyn","Wales"
"Mary Creagh","424","Wakefield","Labour","1315","28686","29788","http://sexymp.co.uk/mp/130.jpg","F","E14001009","65733","Wakefield","England"
"Nicholas Soames","425","Mid Sussex","Conservative","1556","2461","3475","http://sexymp.co.uk/mp/554.jpg","M","E14000817","65999","Mid Sussex","England"
"Emma Reynolds","426","Wolverhampton North East","Labour","1189","36284","30835","http://sexymp.co.uk/mp/502.jpg","F","E14001049","65777","Wolverhampton North East","England"
"Roberta Blackman-Woods","427","City of Durham","Labour","1289","30211","30358","http://sexymp.co.uk/mp/53.jpg","F","E14000641","66021","City of Durham","England"
"David Simpson","428","Upper Bann","Democratic Unionist","1528","2521","3466","http://sexymp.co.uk/mp/540.jpg","M","N06000017","66140","Upper Bann","Northern Ireland"
"Katy Clark","429","North Ayrshire and Arran","Labour","1260","31170","30029","http://sexymp.co.uk/mp/112.jpg","F","S14000048","14445","North Ayrshire and Arran","Scotland"
"Natascha Engel","430","North East Derbyshire","Labour","1191","31447","26962","http://sexymp.co.uk/mp/187.jpg","F","E14000843","65676","North East Derbyshire","England"
"Kate Hoey","431","Vauxhall","Labour","1379","26982","31028","http://sexymp.co.uk/mp/291.jpg","F","E14001008","65825","Vauxhall","England"
"Nigel Dodds","432","Belfast North","Democratic Unionist","1605","2326","3504","http://sexymp.co.uk/mp/159.jpg","M","N06000002","66125","Belfast North","Northern Ireland"
"Susan Jones","433","Clwyd South","Labour","1134","38113","29447","http://sexymp.co.uk/mp/330.jpg","F","W07000062","66121","Clwyd South","Wales"
"Greg Knight","434","East Yorkshire","Conservative","1452","2473","3138","http://sexymp.co.uk/mp/342.jpg","M","E14000683","65979","East Yorkshire","England"
"Shabana Mahmood","435","Birmingham, Ladywood","Labour","1178","34912","29326","http://sexymp.co.uk/mp/385.jpg","F","E14000564","65989","Birmingham, Ladywood","England"
"Teresa Pearse","436","Erith and Thamesmead","Labour","1198","34359","29946","http://sexymp.co.uk/mp/475.jpg","F","E14000696","66023","Erith and Thamesmead","England"
"Angie Bray","437","Ealing Central and Acton","Conservative","1570","22934","33406","http://sexymp.co.uk/mp/67.jpg","F","E14000674","65755","Ealing Central and Acton","England"
"Stella Creasy","438","Walthamstow","Labour","1128","42213","32479","http://sexymp.co.uk/mp/131.jpg","F","E14001013","65651","Walthamstow","England"
"Rachel Reeves","439","Leeds West","Labour","1159","38497","31692","http://sexymp.co.uk/mp/500.jpg","F","E14000781","65988","Leeds West","England"
"Jim Hood","440","Lanark and Hamilton East","Labour","1582","2362","3527","http://sexymp.co.uk/mp/295.jpg","M","S14000042","14438","Lanark and Hamilton East","Scotland"
"Gloria de Piero","441","Ashfield","Labour","1075","44128","30743","http://sexymp.co.uk/mp/152.jpg","F","E14000535","65895","Ashfield","England"
"Liz Kendall","442","Leicester West","Labour","1139","39894","31817","http://sexymp.co.uk/mp/338.jpg","F","E14000784","65587","Leicester West","England"
"Pamela Nash","443","Airdrie and Shotts","Labour","1095","41959","30465","http://sexymp.co.uk/mp/452.jpg","F","S14000003","14400","Airdrie and Shotts","Scotland"
"Heidi Alexander","444","Lewisham East","Labour","1082","41695","29521","http://sexymp.co.uk/mp/10.jpg","F","E14000787","65705","Lewisham East","England"
"Paul Goggins","445","Wythenshawe and Sale East","Labour","1543","2331","3359","http://sexymp.co.uk/mp/231.jpg","M","E14001059","65669","Wythenshawe and Sale East","England"
"Gerald Kaufman","446","Manchester, Gorton","Labour","1586","2546","3844","http://sexymp.co.uk/mp/333.jpg","M","E14000808","65834","Manchester, Gorton","England"
"William McCrea","447","South Antrim","Democratic Unionist","1545","2388","3454","http://sexymp.co.uk/mp/398.jpg","M","N06000014","66137","South Antrim","Northern Ireland"
"Rosie Winterton","448","Doncaster Central","Labour","1229","30043","28366","http://sexymp.co.uk/mp/637.jpg","F","E14000668","65621","Doncaster Central","England"
"Emily Thornberry","449","Islington South and Finsbury","Labour","1211","31206","28665","http://sexymp.co.uk/mp/583.jpg","F","E14000764","65882","Islington South and Finsbury","England"
"Stephen Mosley","450","City of Chester","Conservative","1494","2331","3214","http://sexymp.co.uk/mp/438.jpg","M","E14000640","65734","City of Chester","England"
"Lisa Nandy","451","Wigan","Labour","1152","37720","31421","http://sexymp.co.uk/mp/451.jpg","F","E14001039","65612","Wigan","England"
"Robert Neill","452","Bromley and Chislehurst","Conservative","1523","2281","3251","http://sexymp.co.uk/mp/453.jpg","M","E14000604","65954","Bromley and Chislehurst","England"
"Catherin McKinnell","453","Newcastle upon Tyne North","Labour","1128","39841","31871","http://sexymp.co.uk/mp/409.jpg","F","E14000833","65664","Newcastle upon Tyne North","England"
"Gordon Brown","454","Kirkcaldy and Cowdenbeath","Labour","1427","3155","4042","http://sexymp.co.uk/mp/74.jpg","M","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland"
"Gemma Doyle","455","West Dunbartonshire","Labour Co-operative","1147","37091","30924","http://sexymp.co.uk/mp/167.jpg","F","S14000059","14456","West Dunbartonshire","Scotland"
"Valerie Vaz","456","Walsall South","Labour","1143","35771","29684","http://sexymp.co.uk/mp/601.jpg","F","E14001012","65832","Walsall South","England"
"Helen Jones","457","Warrington North","Labour","1369","25809","30777","http://sexymp.co.uk/mp/327.jpg","F","E14001017","65874","Warrington North","England"
"Joe Benton","458","Bootle","Labour","1528","2480","3611","http://sexymp.co.uk/mp/42.jpg","M","E14000581","65821","Bootle","England"
"Sharon Hodgeson","459","Washington and Sunderland West","Labour","1265","29579","30729","http://sexymp.co.uk/mp/290.jpg","F","E14001020","66049","Washington and Sunderland West","England"
"Jon Trickett","460","Hemsworth","Labour","1491","2423","3401","http://sexymp.co.uk/mp/589.jpg","M","E14000740","66018","Hemsworth","England"
"Luciana Berger","461","Liverpool, Wavertree","Labour Co-operative","1022","51208","33394","http://sexymp.co.uk/mp/46.jpg","F","E14000795","65644","Liverpool, Wavertree","England"
"Dave Watts","462","St Helens North","Labour","1550","2375","3572","http://sexymp.co.uk/mp/612.jpg","M","E14000962","66073","St Helens North","England"
"Ian Lavery","463","Wansbeck","Labour","1507","2407","3459","http://sexymp.co.uk/mp/350.jpg","M","E14001014","65631","Wansbeck","England"
"Mark Pawsey","464","Rugby","Conservative","1437","2347","3106","http://sexymp.co.uk/mp/474.jpg","M","E14000905","65656","Rugby","England"
"David Crausby","465","Bolton North East","Labour","1537","2338","3493","http://sexymp.co.uk/mp/129.jpg","M","E14000578","65646","Bolton North East","England"
"Tim Farron","466","Westmorland and Lonsdale","Liberal Democrat","1447","2674","3605","http://sexymp.co.uk/mp/198.jpg","M","E14001037","65963","Westmorland and Lonsdale","England"
"Stephen Lloyd","467","Eastbourne","Liberal Democrat","1419","2442","3186","http://sexymp.co.uk/mp/368.jpg","M","E14000684","65714","Eastbourne","England"
"Ian Davidson","468","Glasgow South West","Labour Co-operative","1581","2274","3586","http://sexymp.co.uk/mp/145.jpg","M","S14000035","14431","Glasgow South West","Scotland"
"Mark Hendrick","469","Preston","Labour Co-operative","1499","2393","3449","http://sexymp.co.uk/mp/279.jpg","M","E14000885","65673","Preston","England"
"Margaret Curran","470","Glasgow East","Labour","1325","26424","30824","http://sexymp.co.uk/mp/139.jpg","F","S14000030","14426","Glasgow East","Scotland"
"Martin McGuinness","471","Mid Ulster","Sinn Fein","1620","2228","3665","http://sexymp.co.uk/mp/405.jpg","M","N06000010","66133","Mid Ulster","Northern Ireland"
"Phil Wilson","472","Sedgefield","Labour","1476","2374","3347","http://sexymp.co.uk/mp/633.jpg","M","E14000915","65763","Sedgefield","England"
"George Mudie","473","Leeds East","Labour","1556","2335","3620","http://sexymp.co.uk/mp/440.jpg","M","E14000778","65941","Leeds East","England"
"Tom Clarke","474","Coatbridge, Chryston and Bellshill","Labour","1537","2531","3853","http://sexymp.co.uk/mp/114.jpg","M","S14000011","14408","Coatbridge, Chryston and Bellshill","Scotland"
"Harriet Harman","475","Camberwell and Peckham","Labour","1250","28416","29977","http://sexymp.co.uk/mp/263.jpg","F","E14000615","65913","Camberwell and Peckham","England"
"Si!!n James","476","Swansea East","Labour","1344","25710","31258","http://sexymp.co.uk/mp/315.jpg","F","W07000048","66091","Swansea East","Wales"
"Patrick McClaughlin","477","Derbyshire Dales","Conservative","1545","2151","3326","http://sexymp.co.uk/mp/410.jpg","M","E14000664","65799","Derbyshire Dales","England"
"Bridget Phillipson","478","Houghton and Sunderland South","Labour","1080","40204","31714","http://sexymp.co.uk/mp/482.jpg","F","E14000754","65947","Houghton and Sunderland South","England"
"Lee Scott","479","Ilford North","Conservative","1485","2159","3149","http://sexymp.co.uk/mp/527.jpg","M","E14000759","65630","Ilford North","England"
"Jim Sheridan","480","Paisley and Renfrewshire North","Labour","1479","2484","3603","http://sexymp.co.uk/mp/537.jpg","M","S14000052","14449","Paisley and Renfrewshire North","Scotland"
"David Blunkett","481","Sheffield, Brightside and Hillsborough","Labour","1512","2410","3621","http://sexymp.co.uk/mp/58.jpg","M","E14000921","65601","Sheffield, Brightside and Hillsborough","England"
"Stephen Hepburn","482","Jarrow","Labour","1490","2310","3403","http://sexymp.co.uk/mp/281.jpg","M","E14000765","66026","Jarrow","England"
"Mike Hancock","483","Portsmouth South","Liberal Democrat","1507","2350","3540","http://sexymp.co.uk/mp/260.jpg","M","E14000884","66014","Portsmouth South","England"
"Jonathan Evans","484","Cardiff North","Conservative","1478","2258","3303","http://sexymp.co.uk/mp/192.jpg","M","W07000051","66120","Cardiff North","Wales"
"Mary Glendon","485","North Tyneside","Labour","1288","26440","30362","http://sexymp.co.uk/mp/229.jpg","F","E14000853","65720","North Tyneside","England"
"Shaun Woodward","486","St Helens South and Whiston","Labour","1534","2385","3734","http://sexymp.co.uk/mp/642.jpg","M","E14000963","65732","St Helens South and Whiston","England"
"David Wright","487","Telford","Labour","1514","2393","3669","http://sexymp.co.uk/mp/643.jpg","M","E14000989","65992","Telford","England"
"Yvonne Fovargue","488","Makerfield","Labour","1355","24922","31637","http://sexymp.co.uk/mp/207.jpg","F","E14000805","65645","Makerfield","England"
"Lilian Greenwood","489","Nottingham South","Labour","1082","36191","29417","http://sexymp.co.uk/mp/244.jpg","F","E14000867","65945","Nottingham South","England"
"Gerry Sutcliffe","490","Bradford South","Labour","1477","2363","3482","http://sexymp.co.uk/mp/573.jpg","M","E14000588","65995","Bradford South","England"
"Mark Hunter","491","Cheadle","Liberal Democrat","1436","2324","3292","http://sexymp.co.uk/mp/308.jpg","M","E14000627","65727","Cheadle","England"
"Stuart Bell","492","Middlesbrough","Labour","1705","1819","3405","http://sexymp.co.uk/mp/39.jpg","M","E14000819","65998","Middlesbrough","England"
"Th!!r!!se Coffey","493","Suffolk Coastal","Conservative","1439","23628","33710","http://sexymp.co.uk/mp/120.jpg","F","E14000981","65607","Suffolk Coastal","England"
"Kate Green","494","Stretford and Urmston","Labour","1316","25676","31432","http://sexymp.co.uk/mp/242.jpg","F","E14000979","65911","Stretford and Urmston","England"
"John Thurso","495","Caithness, Sutherland and Easter Ross","Liberal Democrat","1482","2434","3663","http://sexymp.co.uk/mp/584.jpg","M","S14000009","14406","Caithness, Sutherland and Easter Ross","Scotland"
"Frank Dobson","496","Holborn and St Pancras","Labour","1465","2519","3730","http://sexymp.co.uk/mp/157.jpg","M","E14000750","65824","Holborn and St Pancras","England"
"Gary Streeter","497","South West Devon","Conservative","1444","2267","3279","http://sexymp.co.uk/mp/566.jpg","M","E14000950","65775","South West Devon","England"
"Gisela Stuart","498","Birmingham, Edgbaston","Labour","1379","24130","32229","http://sexymp.co.uk/mp/569.jpg","F","E14000560","65931","Birmingham, Edgbaston","England"
"Andrew Tyrie","499","Chichester","Conservative","1437","2206","3165","http://sexymp.co.uk/mp/595.jpg","M","E14000633","65558","Chichester","England"
"Jessica Morden","500","Newport East","Labour","1080","36013","30283","http://sexymp.co.uk/mp/431.jpg","F","W07000055","66094","Newport East","Wales"
"Lyn Brown","501","West Ham","Labour","1337","24923","31827","http://sexymp.co.uk/mp/75.jpg","F","E14001032","66058","West Ham","England"
"Nicholas Brown","502","Newcastle upon Tyne East","Labour","1483","2463","3758","http://sexymp.co.uk/mp/76.jpg","M","E14000832","65594","Newcastle upon Tyne East","England"
"David Amess","503","Southend West","Conservative","1387","2320","3175","http://sexymp.co.uk/mp/13.jpg","M","E14000957","65876","Southend West","England"
"Andrew Love","504","Edmonton","Labour Co-operative","1525","2211","3538","http://sexymp.co.uk/mp/375.jpg","M","E14000687","65570","Edmonton","England"
"Alisdair McDonnell","505","Belfast South","Social Democratic and Labour","1464","2361","3537","http://sexymp.co.uk/mp/400.jpg","M","N06000003","66126","Belfast South","Northern Ireland"
"Pat McFadden","506","Wolverhampton South East","Labour","1514","2276","3608","http://sexymp.co.uk/mp/402.jpg","M","E14001050","65593","Wolverhampton South East","England"
"Margaret Hodge","507","Barking","Labour","1320","24552","30988","http://sexymp.co.uk/mp/289.jpg","F","E14000540","65662","Barking","England"
"Cathy Jamieson","508","Kilmarnock and Loudoun","Labour Co-operative","1345","25340","33030","http://sexymp.co.uk/mp/316.jpg","F","S14000040","14436","Kilmarnock and Loudoun","Scotland"
"Gregory Barker","509","Bexhill and Battle","Conservative","1417","2218","3180","http://sexymp.co.uk/mp/30.jpg","M","E14000557","65845","Bexhill and Battle","England"
"Richard Shepherd","510","Aldridge-Brownhills","Conservative","1526","2150","3491","http://sexymp.co.uk/mp/536.jpg","M","E14000531","65773","Aldridge-Brownhills","England"
"Nia Griffith","511","Llanelli","Labour","1508","2256","3602","http://sexymp.co.uk/mp/246.jpg","M","W07000045","66117","Llanelli","Wales"
"David Heath","512","Somerton and Frome","Liberal Democrat","1498","2373","3765","http://sexymp.co.uk/mp/275.jpg","M","E14000932","65812","Somerton and Frome","England"
"Ann Clwyd","513","Cynon Valley","Labour","1384","23032","32153","http://sexymp.co.uk/mp/117.jpg","F","W07000070","66105","Cynon Valley","Wales"
"Peter Tapsel","514","Louth and Horncastle","Conservative","1482","2162","3380","http://sexymp.co.uk/mp/580.jpg","M","E14000798","65987","Louth and Horncastle","England"
"Ian Mearns","515","Gateshead","Labour","1639","2005","3693","http://sexymp.co.uk/mp/415.jpg","M","E14000709","65870","Gateshead","England"
"Graham Stringer","516","Blackley and Broughton","Labour","1471","2244","3475","http://sexymp.co.uk/mp/568.jpg","M","E14000571","65583","Blackley and Broughton","England"
"Vernon Coaker","517","Gedling","Labour","1502","2290","3682","http://sexymp.co.uk/mp/118.jpg","M","E14000710","65551","Gedling","England"
"Ann Coffey","518","Stockport","Labour","1374","23083","32049","http://sexymp.co.uk/mp/119.jpg","F","E14000969","65606","Stockport","England"
"Linda Riordin","519","Halifax","Labour Co-operative","1367","23561","32415","http://sexymp.co.uk/mp/505.jpg","F","E14000723","65599","Halifax","England"
"Oliver Colville","520","Plymouth, Sutton and Devonport","Conservative","1459","2193","3381","http://sexymp.co.uk/mp/122.jpg","M","E14000880","65737","Plymouth, Sutton and Devonport","England"
"Henry Bellingham","521","North West Norfolk","Conservative","1367","2374","3278","http://sexymp.co.uk/mp/40.jpg","M","E14000859","65713","North West Norfolk","England"
"Frank Roy","522","Motherwell and Wishaw","Labour","1541","2192","3705","http://sexymp.co.uk/mp/516.jpg","M","S14000047","14443","Motherwell and Wishaw","Scotland"
"Pat Glass","523","North West Durham","Labour","1301","24743","31516","http://sexymp.co.uk/mp/227.jpg","F","E14000856","65859","North West Durham","England"
"Martin Caton","524","Gower","Labour","1560","2074","3622","http://sexymp.co.uk/mp/106.jpg","M","W07000046","66083","Gower","Wales"
"Richard Harrington","525","Watford","Conservative","1477","2132","3411","http://sexymp.co.uk/mp/265.jpg","M","E14001021","65626","Watford","England"
"Denis MackShane","526","Rotherham","Labour","1550","2260","3926","http://sexymp.co.uk/mp/382.jpg","M","E14000904","66029","Rotherham","England"
"Diane Abbott","527","Hackney North and Stoke Newington","Labour","1328","24400","33052","http://sexymp.co.uk/mp/2.jpg","F","E14000720","65550","Hackney North and Stoke Newington","England"
"Stephen Pound","528","Ealing North","Labour","1561","2151","3803","http://sexymp.co.uk/mp/486.jpg","M","E14000675","65701","Ealing North","England"
"Stephen Timms","529","East Ham","Labour","1564","2191","3880","http://sexymp.co.uk/mp/585.jpg","M","E14000679","65573","East Ham","England"
"Karen Buck","530","Westminster North","Labour","1363","22563","32051","http://sexymp.co.uk/mp/82.jpg","F","E14001036","65851","Westminster North","England"
"Richard Burden","531","Birmingham, Northfield","Labour","1508","2098","3533","http://sexymp.co.uk/mp/84.jpg","M","E14000565","65966","Birmingham, Northfield","England"
"Paul Flynn","532","Newport West","Labour","1527","2221","3845","http://sexymp.co.uk/mp/205.jpg","M","W07000056","66099","Newport West","Wales"
"Joan Walley","533","Stoke-on-Trent North","Labour","1382","22146","32595","http://sexymp.co.uk/mp/607.jpg","F","E14000973","65783","Stoke-on-Trent North","England"
"Graham Allen","534","Nottingham North","Labour","1390","2305","3432","http://sexymp.co.uk/mp/12.jpg","M","E14000866","65643","Nottingham North","England"
"Chris Ruane","535","Vale of Clwyd","Labour","1530","2106","3682","http://sexymp.co.uk/mp/518.jpg","M","W07000060","66116","Vale of Clwyd","Wales"
"Elfyn Llwyd","536","Dwyfor Meirionnydd","Plaid Cymru","1458","2277","3690","http://sexymp.co.uk/mp/370.jpg","M","W07000061","66096","Dwyfor Meirionnydd","Wales"
