sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Geraint Davies","496","Swansea West","Labour Co-operative","1444","2347","3373","http://sexymp.co.uk/mp/147.jpg","W07000047","66118","Swansea West","Wales","238700","118000","120700","2414","1207","1207","13","8","21","10.1","586.6","717.3","480.6","4.8","2.9","7.7","covered_by","W06000011"
"Patrick McClaughlin","497","Derbyshire Dales","Conservative","1515","2121","3309","http://sexymp.co.uk/mp/410.jpg","E14000664","65799","Derbyshire Dales","England","770700","379100","391600","7437","3643","3794","25","17","39","9.6","529.2","633.9","442.8","2.9","2","4.6","covered_by","E10000007"
"Chi Onwurah","498","Newcastle upon Tyne Central","Labour","1442","22550","32387","http://sexymp.co.uk/mp/463.jpg","E14000831","66055","Newcastle upon Tyne Central","England","279100","139900","139200","2380","1154","1226","9","7","32","8.5","609.2","729.4","511.3","2.6","2.1","9.3","covered_by","E08000021"
"Tim Farron","499","Westmorland and Lonsdale","Liberal Democrat","1388","2649","3580","http://sexymp.co.uk/mp/198.jpg","E14001037","65963","Westmorland and Lonsdale","England","103700","50600","53100","1215","552","663","3","3","0","11.7","479.1","531.7","435.5","3.4","3.4","0","covered_by","E07000031"
"Nicholas Soames","500","Mid Sussex","Conservative","1430","2424","3453","http://sexymp.co.uk/mp/554.jpg","E14000817","65999","Mid Sussex","England","140200","68600","71500","1222","514","708","7","6","13","8.7","434.9","477.9","399.6","4.6","3.9","8.5","covered_by","E07000228"
"Nicholas Brown","501","Newcastle upon Tyne East","Labour","1496","2426","3728","http://sexymp.co.uk/mp/76.jpg","E14000832","65594","Newcastle upon Tyne East","England","279100","139900","139200","2380","1154","1226","9","7","32","8.5","609.2","729.4","511.3","2.6","2.1","9.3","covered_by","E08000021"
"David Amess","502","Southend West","Conservative","1397","2303","3155","http://sexymp.co.uk/mp/13.jpg","E14000957","65876","Southend West","England","174300","85400","88900","1722","763","959","8","5","11","9.9","522.9","598.7","461.3","3.5","2.2","4.8","covered_by","E06000033"
"Ian Davidson","503","Glasgow South West","Labour Co-operative","1529","2237","3566","http://sexymp.co.uk/mp/145.jpg","S14000035","14431","Glasgow South West","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Yvonne Fovargue","504","Makerfield","Labour","1333","24828","31473","http://sexymp.co.uk/mp/207.jpg","E14000805","65645","Makerfield","England","318100","158100","160100","2915","1388","1527","13","8","30","9.2","624","705.2","551.9","3.3","2","7.5","covered_by","E08000010"
"David Heath","505","Somerton and Frome","Liberal Democrat","1526","2339","3730","http://sexymp.co.uk/mp/275.jpg","E14000932","65812","Somerton and Frome","England","531600","259300","272200","5366","2519","2847","23","19","43","10.1","467","550.3","396.1","4","3.3","7.4","covered_by","E10000027"
"Sharon Hodgeson","506","Washington and Sunderland West","Labour","1196","29486","30522","http://sexymp.co.uk/mp/290.jpg","E14001020","66049","Washington and Sunderland West","England","275300","133900","141500","2732","1333","1399","9","3","21","9.9","619.8","740.4","521.7","2.8","0.9","6.4","covered_by","E08000024"
"Stuart Bell","507","Middlesbrough","Labour","1715","1772","3392","http://sexymp.co.uk/mp/39.jpg","E14000819","65998","Middlesbrough","England","138400","67700","70700","1356","673","683","9","4","19","9.8","682.2","816.6","570.6","4.5","2","9.4","covered_by","E06000002"
"Peter Tapsel","508","Louth and Horncastle","Conservative","1509","2139","3354","http://sexymp.co.uk/mp/580.jpg","E14000798","65987","Louth and Horncastle","England","136700","66600","70100","1790","888","902","10","6","9","13.1","577.7","660.3","505","7.7","4.6","6.9","covered_by","E07000137"
"Tessa Jowell","509","Dulwich and West Norwood","Labour","1432","23200","33460","http://sexymp.co.uk/mp/331.jpg","E14000673","65808","Dulwich and West Norwood","England","296600","147400","149200","1347.5","733","614.5","28","21","48.5","4.55","553.75","696.6","434.95000000000005","5.7","4.25","9.8","overlapped_by (calculated average)","E09000022,E09000028"
"Cathy Jamieson","510","Kilmarnock and Loudoun","Labour Co-operative","1343","25257","32864","http://sexymp.co.uk/mp/316.jpg","S14000040","14436","Kilmarnock and Loudoun","Scotland","120200","58200","62000","1319","634","685","7","5","6","11","675.6","793.8","580.8","5.1","3.7","4.4","covered_by","S12000008"
"David Blunkett","511","Sheffield, Brightside and Hillsborough","Labour","1466","2369","3591","http://sexymp.co.uk/mp/58.jpg","E14000921","65601","Sheffield, Brightside and Hillsborough","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"Mike Hancock","512","Portsmouth South","Liberal Democrat","1464","2311","3502","http://sexymp.co.uk/mp/260.jpg","E14000884","66014","Portsmouth South","England","205400","103900","101600","1706","839","867","4","3","13","8.3","601","729.6","495.5","1.5","1.1","4.8","covered_by","E06000044"
"Jonathan Evans","513","Cardiff North","Conservative","1433","2238","3288","http://sexymp.co.uk/mp/192.jpg","W07000051","66120","Cardiff North","Wales","345400","169900","175600","2609","1285","1324","21","18","35","7.6","547.7","669.8","452.9","4.4","3.8","7.3","covered_by","W06000015"
"Angela Eagle","514","Wallasey","Labour","1461","21611","32932","http://sexymp.co.uk/mp/177.jpg","E14001010","65635","Wallasey","England","319800","153800","166000","3370","1589","1781","17","15","34","10.5","567.6","683.7","467.3","4.5","3.9","8.9","covered_by","E08000015"
"Maria Eagle","515","Garston and Halewood","Labour","1404","22406","31930","http://sexymp.co.uk/mp/178.jpg","E14000708","65900","Garston and Halewood","England","305800","149850","155900","2794","1353","1441","16.5","11","24.5","9.2","650.2","772.5","546.25","4.199999999999999","2.35","5.45","overlapped_by (calculated average)","E08000011,E08000012"
"Gerald Howarth","516","Aldershot","Conservative","1483","2103","3279","http://sexymp.co.uk/mp/301.jpg","E14000530","65730","Aldershot","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Angela Smith","517","Penistone and Stocksbridge","Labour","1448","21717","32716","http://sexymp.co.uk/mp/547.jpg","E14000876","66002","Penistone and Stocksbridge","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"Chris Williamson","518","Derby North","Labour","1514","2196","3578","http://sexymp.co.uk/mp/630.jpg","E14000662","66070","Derby North","England","248900","123100","125800","1973","972","1001","17","13","34","7.9","523.9","627.4","435.5","4.7","3.6","9.2","covered_by","E06000015"
"David Wright","519","Telford","Labour","1467","2349","3637","http://sexymp.co.uk/mp/643.jpg","E14000989","65992","Telford","England","166800","82600","84200","1320","666","654","12","6","11","7.9","581.2","694.4","485.7","5.2","2.6","4.7","covered_by","E06000020"
"Brian Binley","520","Northampton South","Conservative","1558","2051","3506","http://sexymp.co.uk/mp/50.jpg","E14000862","65910","Northampton South","England","212500","104500","108000","1714","813","901","23","17","31","8.1","593.2","679.3","516.6","7","5.1","9.3","covered_by","E07000154"
"Martin McGuinness","521","Mid Ulster","Sinn Fein","1528","2184","3648","http://sexymp.co.uk/mp/405.jpg","N06000010","66133","Mid Ulster","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Angie Bray","522","Ealing Central and Acton","Conservative","1407","22756","33255","http://sexymp.co.uk/mp/67.jpg","E14000674","65755","Ealing Central and Acton","England","339300","169800","169500","1866","970","896","24","18","56","5.5","499","605.3","404.4","4.1","3.1","9.6","covered_by","E09000009"
"Pat McFadden","523","Wolverhampton South East","Labour","1482","2243","3584","http://sexymp.co.uk/mp/402.jpg","E14001050","65593","Wolverhampton South East","England","281600","138800","142800","2634","1307","1327","18.5","12","26","9.350000000000001","561.55","679.5","460.8","5.05","3.3","7","overlapped_by (calculated average)","E08000027,E08000031"
"Alan Haselhurst","524","Saffron Walden","Conservative","1540","2018","3441","http://sexymp.co.uk/mp/270.jpg","E14000910","65654","Saffron Walden","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Mark Hunter","525","Cheadle","Liberal Democrat","1370","2301","3264","http://sexymp.co.uk/mp/308.jpg","E14000627","65727","Cheadle","England","283300","138400","144800","2523","1198","1325","22","13","31","8.9","502.7","589.2","426.3","6.5","3.9","9.2","covered_by","E08000007"
"Ann Coffey","526","Stockport","Labour","1350","22977","31899","http://sexymp.co.uk/mp/119.jpg","E14000969","65606","Stockport","England","283300","138400","144800","2523","1198","1325","22","13","31","8.9","502.7","589.2","426.3","6.5","3.9","9.2","covered_by","E08000007"
"Ann Clwyd","527","Cynon Valley","Labour","1351","22932","32034","http://sexymp.co.uk/mp/117.jpg","W07000070","66105","Cynon Valley","Wales","187150","91500","95650","2026","1001","1025","8.5","5.5","13","10.95","653","787.6","542.4","3.75","2.55","6.05","overlapped_by (calculated average)","W06000012,W06000016"
"Vernon Coaker","528","Gedling","Labour","1477","2255","3652","http://sexymp.co.uk/mp/118.jpg","E14000710","65551","Gedling","England","113700","55500","58300","1016","485","531","4","2","6","8.9","485.6","556.4","425.6","3.3","0","4.9","covered_by","E07000173"
"Julian Lewis","529","New Forest East","Conservative","1440","2237","3498","http://sexymp.co.uk/mp/364.jpg","E14000827","65556","New Forest East","England","176800","84900","91900","1998","928","1070","7","1","8","11.3","424.5","493.8","366","4.4","0","5","covered_by","E07000091"
"Elfyn Llwyd","530","Dwyfor Meirionnydd","Plaid Cymru","1477","2245","3653","http://sexymp.co.uk/mp/370.jpg","W07000061","66096","Dwyfor Meirionnydd","Wales","121500","59700","61800","1173","593","580","6","4","16","9.7","485.1","615.8","378.9","4.5","3","12","covered_by","W06000002"
"Richard Burden","531","Birmingham, Northfield","Labour","1509","2071","3507","http://sexymp.co.uk/mp/84.jpg","E14000565","65966","Birmingham, Northfield","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Andrew Love","532","Edmonton","Labour Co-operative","1460","2181","3515","http://sexymp.co.uk/mp/375.jpg","E14000687","65570","Edmonton","England","313900","151500","162400","1846","921","925","21","10","41","5.9","455.5","568.5","370.2","4.3","2","8.3","covered_by","E09000010"
"Geoffrey Clifton-Brown","533","The Cotswolds","Conservative","1357","2201","3163","http://sexymp.co.uk/mp/116.jpg","E14000991","65789","The Cotswolds","England","598300","293300","305000","5470","2656","2814","19","10","43","9.1","484.1","583.6","401.2","2.8","1.5","6.4","covered_by","E10000013"
"Stephen Timms","534","East Ham","Labour","1555","2151","3854","http://sexymp.co.uk/mp/585.jpg","E14000679","65573","East Ham","England","310500","162000","148400","1231","646","585","26","17","47","4","555.8","659.7","463.5","4.1","2.7","7.4","covered_by","E09000025"
"Mike Weir","535","Angus","Scottish National Party","1445","2220","3541","http://sexymp.co.uk/mp/615.jpg","S14000004","14401","Angus","Scotland","110600","53700","56900","1222","571","651","6","3","10","11","579.8","656.8","515.6","5.2","2.6","8.6","covered_by","S12000041"
"John Bercow","536","Buckingham","Bi-Curious","1296","2653","3546","http://sexymp.co.uk/mp/44.jpg","E14000608","65909","Buckingham","England","506600","249000","257600","3793","1863","1930","20","16","58","7.5","447.5","536","374.1","3.3","2.6","9.4","covered_by","E10000002"
"Virendra Sharma","537","Ealing, Southall","Labour","1565","2101","3826","http://sexymp.co.uk/mp/533.jpg","E14000676","65794","Ealing, Southall","England","339300","169800","169500","1866","970","896","24","18","56","5.5","499","605.3","404.4","4.1","3.1","9.6","covered_by","E09000009"
"Paul Uppal","538","Wolverhampton South West","Conservative","1396","2158","3273","http://sexymp.co.uk/mp/597.jpg","E14001051","65948","Wolverhampton South West","England","249900","123700","126200","2335","1156","1179","24","13","31","9.3","584.7","706.2","476.3","6.6","3.6","8.4","covered_by","E08000031"
"David Evennett","539","Bexleyheath and Crayford","Conservative","1466","2009","3306","http://sexymp.co.uk/mp/194.jpg","E14000558","65611","Bexleyheath and Crayford","England","232800","112100","120700","1847","895","952","9","4","13","7.9","481.9","588.8","398","2.8","1.3","4.1","covered_by","E09000004"
"Norman Lamb","540","North Norfolk","Liberal Democrat","1445","2145","3447","http://sexymp.co.uk/mp/345.jpg","E14000848","65872","North Norfolk","England","101700","49200","52400","1275","631","644","5","2","8","12.5","445.4","544.1","367","5.8","0","9.3","covered_by","E07000147"
"Paul Flynn","541","Newport West","Labour","1520","2176","3816","http://sexymp.co.uk/mp/205.jpg","W07000056","66099","Newport West","Wales","118500","57900","60600","1111","544.5","566.5","6","5","11.5","9.5","568.7","683.4000000000001","470.1","4.5","3.8","8.3","overlapped_by (calculated average)","W06000020,W06000022"
"Richard Harrington","542","Watford","Conservative","1440","2105","3386","http://sexymp.co.uk/mp/265.jpg","E14001021","65626","Watford","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Frank Roy","543","Motherwell and Wishaw","Labour","1494","2160","3684","http://sexymp.co.uk/mp/516.jpg","S14000047","14443","Motherwell and Wishaw","Scotland","326700","157300","169400","3381","1606","1775","18","13","27","10.3","742.2","875.1","633.7","4.5","3.3","6.7","covered_by","S12000044"
"Gordon Brown","544","Kirkcaldy and Cowdenbeath","Labour","1256","3126","4007","http://sexymp.co.uk/mp/74.jpg","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Wayne David","545","Caerphilly","Labour","1582","2035","3834","http://sexymp.co.uk/mp/144.jpg","W07000076","66106","Caerphilly","Wales","178800","87600","91100","1672","822","850","7","4","16","9.4","603.2","721.9","505.1","3.3","1.9","7.6","covered_by","W06000018"
"Guto Bebb","546","Aberconwy","Conservative","1430","2208","3552","http://sexymp.co.uk/mp/35.jpg","W07000058","66085","Aberconwy","Wales","115300","55800","59500","1475","689","786","7","5","10","12.8","542.9","645.2","456.2","5.9","4.2","8.4","covered_by","W06000003"
"Jim Dobbin","547","Heywood and Middleton","Labour Co-operative","1519","2095","3740","http://sexymp.co.uk/mp/156.jpg","E14000747","65814","Heywood and Middleton","England","211900","103800","108100","1858","935","923","12","8","24","8.8","624.6","755.1","514.6","4","2.6","7.9","covered_by","E08000005"
"Keith Vaz","548","Leicester East","Labour","1440","2483","4079","http://sexymp.co.uk/mp/600.jpg","E14000782","65807","Leicester East","England","329600","163100","166600","2330","1185","1145","40","28","0","7.1","595.4","725.4","486.7","7.5","5.3","0","covered_by","E06000016"
"Eric Pickles","549","Brentwood and Ongar","Conservative","1447","2208","3671","http://sexymp.co.uk/mp/483.jpg","E14000594","65685","Brentwood and Ongar","England","1396600","681800","714800","12864","6082","6782","64","46","113","9.2","499","580.6","430.9","3.9","2.8","6.9","covered_by","E10000012"
"Steve Webb","550","Thornbury and Yate","Liberal Democrat","1509","2113","3756","http://sexymp.co.uk/mp/614.jpg","E14000994","65905","Thornbury and Yate","England","263400","130699","132700","2011","980","1031","5","4","12","7.6","456","538.5","380.3","1.6","1.3","3.8","covered_by","E06000025"
"Karen Buck","551","Westminster North","Labour","1313","22470","31895","http://sexymp.co.uk/mp/82.jpg","E14001036","65851","Westminster North","England","219600","112000","107600","1083","560","523","11","7","16","4.9","442.6","514.6","375.5","3.6","2.3","5.2","covered_by","E09000033"
"Nia Griffith","552","Llanelli","Labour","1416","2217","3574","http://sexymp.co.uk/mp/246.jpg","W07000045","66117","Llanelli","Wales","184000","89900","94100","2052","992","1060","1","1","7","11.2","549.6","651.7","466","0","0","3.6","covered_by","W06000010"
"Caroline Lucas","553","Brighton, Pavilion","Green Party","1301","25202","35470","http://sexymp.co.uk/mp/376.jpg","E14000598","65787","Brighton, Pavilion","England","273000","136200","136800","2081","978","1103","16","16","27","7.6","533.2","624","456.9","4.9","4.9","8.2","covered_by","E06000043"
"Nick Raynsford","554","Greenwich and Woolwich","Labour","1472","2112","3650","http://sexymp.co.uk/mp/494.jpg","E14000718","65837","Greenwich and Woolwich","England","255500","126900","128600","1543","778","765","14","12","40","6","553","689.1","449.6","3.1","2.6","8.7","covered_by","E09000011"
"Jim Dowd","555","Lewisham West and Penge","Labour","1491","2049","3622","http://sexymp.co.uk/mp/166.jpg","E14000788","65616","Lewisham West and Penge","England","293750","142400","151350","2068.5","963.5","1105","15","10","38","6.949999999999999","517.15","608.85","441.2","3.2","2.15","8.15","overlapped_by (calculated average)","E09000023,E09000006"
"Heather Wheeler","556","South Derbyshire","Conservative","1519","20813","37838","http://sexymp.co.uk/mp/617.jpg","E14000935","65762","South Derbyshire","England","94900","47100","47800","750","381","369","4","3","5","7.9","515.2","623.2","432.6","3.5","2.6","4.4","covered_by","E07000039"
"Ann McKechin","557","Glasgow North","Labour","1305","22463","32067","http://sexymp.co.uk/mp/408.jpg","S14000031","14427","Glasgow North","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Alan Meale","558","Mansfield","Labour","1556","1963","3715","http://sexymp.co.uk/mp/414.jpg","E14000810","65647","Mansfield","England","104600","51300","53200","991","485","506","6","3","5","9.5","563.3","669","473.5","4.3","2.2","3.6","covered_by","E07000174"
"Madeleine Moon","559","Bridgend","Labour","1335","21915","32490","http://sexymp.co.uk/mp/428.jpg","W07000073","66095","Bridgend","Wales","135333.33333333334","66333.33333333333","68966.66666666667","1385","673.6666666666666","711.3333333333334","5.666666666666667","4","8.666666666666666","10.166666666666666","587.0333333333334","697.3666666666667","499","3.4999999999999996","2.5","5.5","overlapped_by (calculated average)","W06000012,W06000013,W06000014"
"Richard Shepherd","560","Aldridge-Brownhills","Conservative","1415","2124","3467","http://sexymp.co.uk/mp/536.jpg","E14000531","65773","Aldridge-Brownhills","England","269500","132400","137100","2426","1206","1220","36","26","41","9","571.7","691.3","467.2","9.6","6.9","10.9","covered_by","E08000030"
"Dan Rogerson","561","North Cornwall","Liberal Democrat","1408","2164","3521","http://sexymp.co.uk/mp/513.jpg","E14000837","65602","North Cornwall","England","536000","259600","276400","5663","2764","2899","33","22","39","10.6","502.9","606.2","416.9","5.7","3.8","6.7","covered_by","E06000052"
"David Tredinnick","562","Bosworth","Conservative","1436","2043","3428","http://sexymp.co.uk/mp/588.jpg","E14000583","66071","Bosworth","England","105300","51800","53500","877","446","431","2","2","6","8.3","457.1","558","379.3","0","0","4.9","covered_by","E07000132"
"Sammy Wilson","563","East Antrim","Democratic Unionist","1550","2012","3805","http://sexymp.co.uk/mp/635.jpg","N06000005","66128","East Antrim","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Martin Caton","564","Gower","Labour","1479","2042","3604","http://sexymp.co.uk/mp/106.jpg","W07000046","66083","Gower","Wales","189300","93200","96100","2007.5","1000","1007.5","9.5","6.5","16.5","10.75","616.85","749.5","510.05","4.3","3","7.6","overlapped_by (calculated average)","W06000011,W06000012"
"Ian Mearns","565","Gateshead","Labour","1532","1973","3676","http://sexymp.co.uk/mp/415.jpg","E14000709","65870","Gateshead","England","200300","98000","102300","2100","1050","1050","13","9","25","10.5","630.9","751.8","525.2","5.5","3.8","10.5","covered_by","E08000037"
"Tony Cunningham","566","Workington","Labour","1504","2057","3746","http://sexymp.co.uk/mp/138.jpg","E14001053","65625","Workington","England","96400","47400","49000","1145","526","619","3","2","7","11.9","599.5","675.6","535.5","3.2","0","7.4","covered_by","E07000026"
"Jim Shannon","567","Strangford","Democratic Unionist","1608","1986","4006","http://sexymp.co.uk/mp/530.jpg","N06000016","66139","Strangford","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Joan Walley","568","Stoke-on-Trent North","Labour","1315","22037","32450","http://sexymp.co.uk/mp/607.jpg","E14000973","65783","Stoke-on-Trent North","England","407366.6666666667","201833.33333333334","205500","3701.6666666666665","1782","1919.6666666666667","28.666666666666668","21","39.666666666666664","9.3","562.0666666666666","652.6666666666666","490.1666666666667","6.6000000000000005","4.733333333333333","8.433333333333334","overlapped_by (calculated average)","E06000021,E10000028,E07000195"
"Andrew Miller","569","Ellesmere Port and Neston","Labour","1563","2066","4014","http://sexymp.co.uk/mp/422.jpg","E14000688","65991","Ellesmere Port and Neston","England","329500","160600","168900","3155","1503","1652","17","16","33","9.6","528.4","616.9","452.4","4.5","4.3","8.8","covered_by","E06000050"
"Chris Ruane","570","Vale of Clwyd","Labour","1472","2060","3651","http://sexymp.co.uk/mp/518.jpg","W07000060","66116","Vale of Clwyd","Wales","93900","46100","47800","1072","510","562","3","2","7","11.4","571.5","642.6","514.4","2.7","0","6.3","covered_by","W06000004"
"Marsha Singh","571","Bradford West","Labour","1469","2154","3800","http://sexymp.co.uk/mp/542.jpg","E14000589","66036","Bradford West","England","523100","257399","265700","4222","2026","2196","56","37","86","8.1","597.5","704.7","513.1","6.7","4.5","10.3","covered_by","E08000032"
"Naomi Long","572","Belfast East","Alliance","1352","22175","34362","http://sexymp.co.uk/mp/371.jpg","N06000001","66124","Belfast East","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Michael Meacher","573","Oldham West and Royton","Labour","1491","2123","3855","http://sexymp.co.uk/mp/413.jpg","E14000871","66022","Oldham West and Royton","England","225200","110300","114800","2004","969","1035","22","19","29","8.9","631.5","751.1","529.7","6.7","5.8","8.8","covered_by","E08000004"
"Gordon Banks","574","Ochil and South Perthshire","Labour","1453","2114","3692","http://sexymp.co.uk/mp/28.jpg","S14000050","14447","Ochil and South Perthshire","Scotland","149500","73500","76000","1496","717","779","1","0","7","10","513.7","606.4","438.5","0","0","4.8","overlapped_by (calculated average)","S12000024"
"Alan Whitehead","575","Southampton, Test","Labour","1565","1959","3837","http://sexymp.co.uk/mp/620.jpg","E14000956","65580","Southampton, Test","England","235900","119200","116700","1750","843","907","14","6","29","7.4","551.9","657.9","458.1","3.9","1.7","8.1","covered_by","E06000045"
"Denis MackShane","576","Rotherham","Labour","1451","2227","3896","http://sexymp.co.uk/mp/382.jpg","E14000904","66029","Rotherham","England","257700","126500","131200","2509","1225","1284","13","11","19","9.7","587.1","695.4","502.8","4.3","3.6","6.2","covered_by","E08000018"
"Nigel Mills","577","Amber Valley","Conservative","1446","1986","3451","http://sexymp.co.uk/mp/424.jpg","E14000533","65809","Amber Valley","England","122500","60300","62300","1196","604","592","5","4","6","9.8","530.5","653.2","430","3.9","3.1","4.7","covered_by","E07000032"
"Meg Munn","578","Sheffield, Heeley","Labour Co-operative","1342","21607","33343","http://sexymp.co.uk/mp/443.jpg","E14000923","65549","Sheffield, Heeley","England","551800","272500","279200","4719","2288","2431","35","22","50","8.6","555.6","660.5","469","5.2","3.2","7.3","covered_by","E08000019"
"George Howarth","579","Knowsley","Labour","1474","2365","4258","http://sexymp.co.uk/mp/300.jpg","E14000775","65869","Knowsley","England","145900","69300","76600","1356","671","685","8","3","8","9.3","625.5","757.7","519.3","4.1","1.5","4","covered_by","E08000011"
"Stephen Pound","580","Ealing North","Labour","1467","2112","3783","http://sexymp.co.uk/mp/486.jpg","E14000675","65701","Ealing North","England","339300","169800","169500","1866","970","896","24","18","56","5.5","499","605.3","404.4","4.1","3.1","9.6","covered_by","E09000009"
"Adrian Sanders","581","Torbay","Liberal Democrat","1359","2160","3418","http://sexymp.co.uk/mp/524.jpg","E14000999","65692","Torbay","England","131200","63200","68000","1672","728","944","6","5","10","12.7","538.4","601.8","480.4","4","3.3","6.6","covered_by","E06000027"
"David Heyes","582","Ashton-under-Lyne","Labour","1574","1924","3856","http://sexymp.co.uk/mp/284.jpg","E14000537","66056","Ashton-under-Lyne","England","222450","109050","113350","2092.5","1002.5","1090","18","13","23","9.4","649.05","761","551","5.65","4.05","7.2","overlapped_by (calculated average)","E08000004,E08000008"
"Grahame Morris","583","Easington","Labour","1585","1885","3823","http://sexymp.co.uk/mp/436.jpg","E14000677","65823","Easington","England","513000","251200","261800","5202","2462","2740","23","16","49","10.1","599.1","684.3","525.2","3.9","2.7","8.4","covered_by","E06000047"
"Mark Lazarowicz","584","Edinburgh North and Leith","Labour Co-operative","1549","1979","3900","http://sexymp.co.uk/mp/352.jpg","S14000023","14420","Edinburgh North and Leith","Scotland","495400","239700","255600","4232","2013","2219","22","15","35","8.5","590.1","712.9","492.2","4","2.7","6.3","covered_by","S12000036"
"Menzies Campbell","585","North East Fife","Liberal Democrat","1421","2270","3939","http://sexymp.co.uk/mp/100.jpg","S14000049","14446","North East Fife","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Malcom Rifkind","586","Kensington","Conservative","1407","1959","3339","http://sexymp.co.uk/mp/504.jpg","E14000768","65939","Kensington","England","158300","78100","80200","814","407","407","9","7","21","5.1","423.6","496","358.5","4.1","3.2","9.5","covered_by","E09000020"
"Bill Esterson","587","Sefton Central","Labour","1436","2175","3839","http://sexymp.co.uk/mp/188.jpg","E14000916","65706","Sefton Central","England","274000","131300","142700","3018","1489","1529","9","7","13","11","550.3","689.6","441.1","3.2","2.5","4.6","covered_by","E08000014"
"Bob Blackman","588","Harrow East","Conservative","1586","2551","5254","http://sexymp.co.uk/mp/52.jpg","E14000731","65650","Harrow East","England","240500","118900","121600","1414","711","703","18","11","23","5.9","410.8","497.7","336.8","5.2","3.2","6.6","covered_by","E09000015"
"George Young","589","North West Hampshire","Conservative","1504","1975","3756","http://sexymp.co.uk/mp/648.jpg","E14000857","65894","North West Hampshire","England","1322100","647500","674600","11397","5389","6008","50","30","81","8.6","454.5","524.8","396.7","3.3","2","5.3","covered_by","E10000014"
"Gordon Henderson","590","Sittingbourne and Sheppey","Conservative","1421","1901","3361","http://sexymp.co.uk/mp/278.jpg","E14000927","65610","Sittingbourne and Sheppey","England","136300","67400","68900","1160","557","603","10","4","12","8.5","531.2","619.1","466.2","5.9","2.3","7","covered_by","E07000113"
"Hywel Francis","591","Aberavon","Labour","1527","2006","3976","http://sexymp.co.uk/mp/209.jpg","W07000049","66101","Aberavon","Wales","139900","68400","71500","1601","793","808","6","5","12","11.4","647.1","781.7","539.5","3.8","3.1","7.5","covered_by","W06000012"
"Patrick Mercer","592","Newark","Conservative","1423","1969","3537","http://sexymp.co.uk/mp/417.jpg","E14000829","65696","Newark","England","786800","387200","399600","7333","3540","3793","33","24","64","9.3","525.1","611.2","451.9","3.7","2.7","7.1","covered_by","E10000024"
"Alistair Burt","593","North East Bedfordshire","Conservative","1442","1981","3626","http://sexymp.co.uk/mp/91.jpg","E14000841","65855","North East Bedfordshire","England","206700","102150","104600","1545.5","767","778.5","15.5","10","18.5","7.55","486.75","569.7","415.65","6.35","4","7.15","overlapped_by (calculated average)","E06000055,E06000056"
"Michael Fabricant","594","Lichfield","Conservative","1317","2077","3305","http://sexymp.co.uk/mp/195.jpg","E14000791","66046","Lichfield","England","849500","420400","429100","7591","3625","3966","46","33","73","8.9","510.2","589.8","445.6","5.1","3.7","8.1","covered_by","E10000028"
"Ian Lucas","595","Wrexham","Labour","1416","2049","3657","http://sexymp.co.uk/mp/377.jpg","W07000044","66113","Wrexham","Wales","135100","67100","67900","1247","605","642","8","4","7","9.2","559.9","652.5","480.8","4.6","2.3","4","covered_by","W06000006"
