sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country"
"Natascha Engel","373","North East Derbyshire","Labour","1293","30877","25963","http://sexymp.co.uk/mp/187.jpg","E14000843","65676","North East Derbyshire","England"
"Kenneth Clarke","374","Rushcliffe","Conservative","1583","2663","3357","http://sexymp.co.uk/mp/113.jpg","E14000908","65736","Rushcliffe","England"
"Louise Bagshawe","375","Corby","Conservative","1256","39913","31745","http://sexymp.co.uk/mp/20.jpg","E14000648","65590","Corby","England"
"Meg Hillier","376","Hackney South and Shoreditch","Labour Co-operative","1337","30384","27633","http://sexymp.co.uk/mp/285.jpg","E14000721","65752","Hackney South and Shoreditch","England"
"Gemma Doyle","377","West Dunbartonshire","Labour Co-operative","1269","36513","29781","http://sexymp.co.uk/mp/167.jpg","S14000059","14456","West Dunbartonshire","Scotland"
"Julie Elliot","378","Sunderland Central","Labour","1284","31548","26538","http://sexymp.co.uk/mp/181.jpg","E14000982","65586","Sunderland Central","England"
"Luciana Berger","379","Liverpool, Wavertree","Labour Co-operative","1140","50575","32167","http://sexymp.co.uk/mp/46.jpg","E14000795","65644","Liverpool, Wavertree","England"
"Joan Ruddock","380","Lewisham, Deptford","Labour","1324","30236","27265","http://sexymp.co.uk/mp/520.jpg","E14000789","66041","Lewisham, Deptford","England"
"Caroline Flint","381","Don Valley","Labour","1157","46131","30614","http://sexymp.co.uk/mp/204.jpg","E14000667","65553","Don Valley","England"
"Gloria de Piero","382","Ashfield","Labour","1164","43505","29567","http://sexymp.co.uk/mp/152.jpg","E14000535","65895","Ashfield","England"
"Rachel Reeves","383","Leeds West","Labour","1254","37891","30640","http://sexymp.co.uk/mp/500.jpg","E14000781","65988","Leeds West","England"
"Albert Owen","384","Ynys M!!n","Labour","1562","2488","3126","http://sexymp.co.uk/mp/468.jpg","W07000041","66115","Ynys Môn","Wales"
"Peter Aldous","385","Waveney","Conservative","1457","2771","3060","http://sexymp.co.uk/mp/7.jpg","E14001022","66004","Waveney","England"
"Michael Gove","386","Surrey Heath","Conservative","1462","2738","3099","http://sexymp.co.uk/mp/235.jpg","E14000983","65747","Surrey Heath","England"
"Kerry McCarthey","387","Bristol East","Labour","1257","33673","28000","http://sexymp.co.uk/mp/394.jpg","E14000599","65839","Bristol East","England"
"John Randall","388","Uxbridge and South Ruislip","Conservative","1668","2430","3482","http://sexymp.co.uk/mp/493.jpg","E14001007","65613","Uxbridge and South Ruislip","England"
"Sharon Hodgeson","389","Washington and Sunderland West","Labour","1386","29037","29830","http://sexymp.co.uk/mp/290.jpg","E14001020","66049","Washington and Sunderland West","England"
"Rosie Winterton","390","Doncaster Central","Labour","1323","29445","27532","http://sexymp.co.uk/mp/637.jpg","E14000668","65621","Doncaster Central","England"
"Katy Clark","391","North Ayrshire and Arran","Labour","1330","30676","29089","http://sexymp.co.uk/mp/112.jpg","S14000048","14445","North Ayrshire and Arran","Scotland"
"Catherin McKinnell","392","Newcastle upon Tyne North","Labour","1216","39307","30715","http://sexymp.co.uk/mp/409.jpg","E14000833","65664","Newcastle upon Tyne North","England"
"Anne McIntosh","393","Thirsk and Malton","Conservative","1510","24485","29751","http://sexymp.co.uk/mp/407.jpg","E14000993","65686","Thirsk and Malton","England"
"Diana Johnson","394","Kingston upon Hull North","Labour","1318","29355","27452","http://sexymp.co.uk/mp/321.jpg","E14000772","65618","Kingston upon Hull North","England"
"Mark Pawsey","395","Rugby","Conservative","1591","2270","3036","http://sexymp.co.uk/mp/474.jpg","E14000905","65656","Rugby","England"
"Lynne Featherstone","396","Hornsey and Wood Green","Liberal Democrat","1216","35755","28200","http://sexymp.co.uk/mp/199.jpg","E14000752","65883","Hornsey and Wood Green","England"
"Shabana Mahmood","397","Birmingham, Ladywood","Labour","1236","34360","28236","http://sexymp.co.uk/mp/385.jpg","E14000564","65989","Birmingham, Ladywood","England"
"Tom Harris","398","Glasgow South","Labour","1643","2363","3372","http://sexymp.co.uk/mp/267.jpg","S14000034","14430","Glasgow South","Scotland"
"Stephen Mosley","399","City of Chester","Conservative","1624","2257","3155","http://sexymp.co.uk/mp/438.jpg","E14000640","65734","City of Chester","England"
"Mike Penning","400","Hemel Hempstead","Conservative","1569","2429","3219","http://sexymp.co.uk/mp/476.jpg","E14000739","65967","Hemel Hempstead","England"
"Bridget Phillipson","401","Houghton and Sunderland South","Labour","1196","39576","30560","http://sexymp.co.uk/mp/482.jpg","E14000754","65947","Houghton and Sunderland South","England"
"Mark Durkan","402","Foyle","Social Democratic and Labour","1547","2479","3214","http://sexymp.co.uk/mp/176.jpg","N06000008","66131","Foyle","Northern Ireland"
"Louise Ellman","403","Liverpool, Riverside","Labour Co-operative","1311","29272","27667","http://sexymp.co.uk/mp/184.jpg","E14000793","66066","Liverpool, Riverside","England"
"Barbara Keeley","404","Worsley and Eccles South","Labour","1181","37130","27922","http://sexymp.co.uk/mp/335.jpg","E14001054","65757","Worsley and Eccles South","England"
"Geoffrey Robinson","405","Coventry North West","Labour","1534","2792","3562","http://sexymp.co.uk/mp/512.jpg","E14000650","65575","Coventry North West","England"
"David Hanson","406","Delyn","Labour","1650","2327","3378","http://sexymp.co.uk/mp/262.jpg","W07000042","66112","Delyn","Wales"
"Peter Hain","407","Neath","Labour","1425","2841","3185","http://sexymp.co.uk/mp/252.jpg","W07000069","66082","Neath","Wales"
"Debbie Abrahams","408","Oldham East and Saddleworth","Labour","1194","35483","27751","http://sexymp.co.uk/mp/3.jpg","E14000870","65903","Oldham East and Saddleworth","England"
"Yasmin Qureshi","409","Bolton South East","Labour","1300","29451","27763","http://sexymp.co.uk/mp/491.jpg","E14000579","65712","Bolton South East","England"
"Yvette Cooper","410","Normanton, Pontefract and Castleford","Labour","1297","29973","28265","http://sexymp.co.uk/mp/125.jpg","E14000836","65918","Normanton, Pontefract and Castleford","England"
"Adrian Bailey","411","West Bromwich West","Labour Co-operative","1581","2461","3378","http://sexymp.co.uk/mp/21.jpg","E14001030","66047","West Bromwich West","England"
"Karen Lumley","412","Redditch","Conservative","1469","24171","29173","http://sexymp.co.uk/mp/379.jpg","E14000892","65700","Redditch","England"
"Nadine Dorries","413","Mid Bedfordshire","Conservative","1157","37253","27545","http://sexymp.co.uk/mp/165.jpg","E14000813","65718","Mid Bedfordshire","England"
"William Bain","414","Glasgow North East","Labour","1583","2406","3332","http://sexymp.co.uk/mp/22.jpg","S14000032","14428","Glasgow North East","Scotland"
"Susan Jones","415","Clwyd South","Labour","1165","37567","28353","http://sexymp.co.uk/mp/330.jpg","W07000062","66121","Clwyd South","Wales"
"Emma Reynolds","416","Wolverhampton North East","Labour","1215","35675","29714","http://sexymp.co.uk/mp/502.jpg","E14001049","65777","Wolverhampton North East","England"
"Siobhain McDonagh","417","Mitcham and Morden","Labour","1213","32622","27185","http://sexymp.co.uk/mp/399.jpg","E14000823","66038","Mitcham and Morden","England"
"Alex Cunningham","418","Stockton North","Labour","1525","2463","3222","http://sexymp.co.uk/mp/136.jpg","E14000970","65641","Stockton North","England"
"Tessa Munt","419","Wells","Liberal Democrat","1262","30241","27533","http://sexymp.co.uk/mp/444.jpg","E14001026","65560","Wells","England"
"Lorely Burt","420","Solihull","Liberal Democrat","1308","28907","28332","http://sexymp.co.uk/mp/92.jpg","E14000931","65879","Solihull","England"
"Sarah Newton","421","Truro and Falmouth","Conservative","1414","24976","28547","http://sexymp.co.uk/mp/455.jpg","E14001003","65659","Truro and Falmouth","England"
"Rushanara Ali","422","Bethnal Green and Bow","Labour","1183","35995","28751","http://sexymp.co.uk/mp/11.jpg","E14000555","65853","Bethnal Green and Bow","England"
"Emily Thornberry","423","Islington South and Finsbury","Labour","1256","30683","27867","http://sexymp.co.uk/mp/583.jpg","E14000764","65882","Islington South and Finsbury","England"
"Valerie Vaz","424","Walsall South","Labour","1194","35258","28721","http://sexymp.co.uk/mp/601.jpg","E14001012","65832","Walsall South","England"
"John Hemmings","425","Birmingham, Yardley","Liberal Democrat","1614","2385","3471","http://sexymp.co.uk/mp/277.jpg","E14000568","65707","Birmingham, Yardley","England"
"Alison Seabeck","426","Plymouth, Moor View","Labour","1329","27778","28605","http://sexymp.co.uk/mp/528.jpg","E14000879","65974","Plymouth, Moor View","England"
"Andrea Leadsom","427","South Northamptonshire","Conservative","1414","24914","29125","http://sexymp.co.uk/mp/353.jpg","E14000942","65902","South Northamptonshire","England"
"Alistair Carmichael","428","Orkney and Shetland","Liberal Democrat","1505","2460","3237","http://sexymp.co.uk/mp/102.jpg","S14000051","14448","Orkney and Shetland","Scotland"
"Jane Ellison","429","Battersea","Conservative","1406","25034","29227","http://sexymp.co.uk/mp/183.jpg","E14000549","65731","Battersea","England"
"Sylvia Hermon","430","North Down","Independent","1185","32308","26691","http://sexymp.co.uk/mp/283.jpg","N06000013","66136","North Down","Northern Ireland"
"Lisa Nandy","431","Wigan","Labour","1175","37108","30300","http://sexymp.co.uk/mp/451.jpg","E14001039","65612","Wigan","England"
"Fiona ODonnell","432","East Lothian","Labour","1301","27947","28292","http://sexymp.co.uk/mp/460.jpg","S14000020","14417","East Lothian","Scotland"
"Geraint Davies","433","Swansea West","Labour Co-operative","1575","2305","3312","http://sexymp.co.uk/mp/147.jpg","W07000047","66118","Swansea West","Wales"
"Mark Hendrick","434","Preston","Labour Co-operative","1579","2307","3357","http://sexymp.co.uk/mp/279.jpg","E14000885","65673","Preston","England"
"David Simpson","435","Upper Bann","Democratic Unionist","1549","2407","3403","http://sexymp.co.uk/mp/540.jpg","N06000017","66140","Upper Bann","Northern Ireland"
"Nigel Dodds","436","Belfast North","Democratic Unionist","1629","2200","3447","http://sexymp.co.uk/mp/159.jpg","N06000002","66125","Belfast North","Northern Ireland"
"Gregory Barker","437","Bexhill and Battle","Conservative","1543","2155","3102","http://sexymp.co.uk/mp/30.jpg","E14000557","65845","Bexhill and Battle","England"
"Phil Wilson","438","Sedgefield","Labour","1530","2293","3252","http://sexymp.co.uk/mp/633.jpg","E14000915","65763","Sedgefield","England"
"David Amess","439","Southend West","Conservative","1495","2271","3107","http://sexymp.co.uk/mp/13.jpg","E14000957","65876","Southend West","England"
"Ed Balls","440","Morley and Outwood","Labour Co-operative","1506","2657","3695","http://sexymp.co.uk/mp/27.jpg","E14000826","65735","Morley and Outwood","England"
"Helen Jones","441","Warrington North","Labour","1376","25254","29952","http://sexymp.co.uk/mp/327.jpg","E14001017","65874","Warrington North","England"
"Paul Uppal","442","Wolverhampton South West","Conservative","1584","2117","3216","http://sexymp.co.uk/mp/597.jpg","E14001051","65948","Wolverhampton South West","England"
"Henry Bellingham","443","North West Norfolk","Conservative","1496","2316","3210","http://sexymp.co.uk/mp/40.jpg","E14000859","65713","North West Norfolk","England"
"Dawn Primarolo","444","Bristol South","Labour","1218","28648","27026","http://sexymp.co.uk/mp/487.jpg","E14000601","66031","Bristol South","England"
"Stephen Lloyd","445","Eastbourne","Liberal Democrat","1446","2365","3101","http://sexymp.co.uk/mp/368.jpg","E14000684","65714","Eastbourne","England"
"Robert Neill","446","Bromley and Chislehurst","Conservative","1541","2184","3195","http://sexymp.co.uk/mp/453.jpg","E14000604","65954","Bromley and Chislehurst","England"
"Hazel Blears","447","Salford and Eccles","Labour","1291","27430","29131","http://sexymp.co.uk/mp/55.jpg","E14000911","65688","Salford and Eccles","England"
"Pamela Nash","448","Airdrie and Shotts","Labour","1066","41373","29285","http://sexymp.co.uk/mp/452.jpg","S14000003","14400","Airdrie and Shotts","Scotland"
"Laura Sandys","449","South Thanet","Conservative","1503","22380","31551","http://sexymp.co.uk/mp/525.jpg","E14000948","65829","South Thanet","England"
"Loraine Fullbrook","450","South Ribble","Conservative","1385","23873","29389","http://sexymp.co.uk/mp/213.jpg","E14000943","65951","South Ribble","England"
"Lindsay Hoyle","451","Chorley","Labour","1569","2273","3474","http://sexymp.co.uk/mp/303.jpg","E14000637","65792","Chorley","England"
"Austin Mitchell","452","Great Grimsby","Labour","1546","2279","3395","http://sexymp.co.uk/mp/427.jpg","E14000716","65600","Great Grimsby","England"
"Tim Farron","453","Westmorland and Lonsdale","Liberal Democrat","1455","2606","3512","http://sexymp.co.uk/mp/198.jpg","E14001037","65963","Westmorland and Lonsdale","England"
"Margaret Hodge","454","Barking","Labour","1402","23990","30286","http://sexymp.co.uk/mp/289.jpg","E14000540","65662","Barking","England"
"Alison McGovern","455","Wirral South","Labour","1136","34097","28352","http://sexymp.co.uk/mp/403.jpg","E14001043","65847","Wirral South","England"
"Si!!n James","456","Swansea East","Labour","1369","25147","30468","http://sexymp.co.uk/mp/315.jpg","W07000048","66091","Swansea East","Wales"
"Graham Stringer","457","Blackley and Broughton","Labour","1589","2151","3401","http://sexymp.co.uk/mp/568.jpg","E14000571","65583","Blackley and Broughton","England"
"Bob Ainsworth","458","Coventry North East","Labour","1511","2492","3620","http://sexymp.co.uk/mp/6.jpg","E14000649","65636","Coventry North East","England"
"Kate Green","459","Stretford and Urmston","Labour","1367","25067","30685","http://sexymp.co.uk/mp/242.jpg","E14000979","65911","Stretford and Urmston","England"
"Edward Miliband","460","Doncaster North","Labour","1421","3476","4554","http://sexymp.co.uk/mp/421.jpg","E14000669","65672","Doncaster North","England"
"Fiona Bruce","461","Congleton","Conservative","1390","23901","30300","http://sexymp.co.uk/mp/79.jpg","E14000646","65771","Congleton","England"
"Yvonne Fovargue","462","Makerfield","Labour","1384","24377","30859","http://sexymp.co.uk/mp/207.jpg","E14000805","65645","Makerfield","England"
"Margaret Ritchie","463","South Down","Social Democratic and Labour","1491","2328","3351","http://sexymp.co.uk/mp/506.jpg","N06000015","66138","South Down","Northern Ireland"
"Nicholas Brown","464","Newcastle upon Tyne East","Labour","1556","2369","3664","http://sexymp.co.uk/mp/76.jpg","E14000832","65594","Newcastle upon Tyne East","England"
"Stella Creasy","465","Walthamstow","Labour","1071","41589","31372","http://sexymp.co.uk/mp/131.jpg","E14001013","65651","Walthamstow","England"
"Mary Creagh","466","Wakefield","Labour","1235","28136","29004","http://sexymp.co.uk/mp/130.jpg","E14001009","65733","Wakefield","England"
"David Blunkett","467","Sheffield, Brightside and Hillsborough","Labour","1535","2319","3531","http://sexymp.co.uk/mp/58.jpg","E14000921","65601","Sheffield, Brightside and Hillsborough","England"
"Guto Bebb","468","Aberconwy","Conservative","1587","2174","3507","http://sexymp.co.uk/mp/35.jpg","W07000058","66085","Aberconwy","Wales"
"Michelle Gildernew","469","Fermanagh and South Tyrone","Sinn Fein","1437","24059","33001","http://sexymp.co.uk/mp/224.jpg","N06000007","66130","Fermanagh and South Tyrone","Northern Ireland"
"Graham Allen","470","Nottingham North","Labour","1510","2224","3347","http://sexymp.co.uk/mp/12.jpg","E14000866","65643","Nottingham North","England"
"Jonathan Evans","471","Cardiff North","Conservative","1490","2202","3241","http://sexymp.co.uk/mp/192.jpg","W07000051","66120","Cardiff North","Wales"
"Anne Milton","472","Guildford","Conservative","1421","22711","30877","http://sexymp.co.uk/mp/425.jpg","E14000719","65838","Guildford","England"
"Ian Lavery","473","Wansbeck","Labour","1474","2313","3359","http://sexymp.co.uk/mp/350.jpg","E14001014","65631","Wansbeck","England"
"Alisdair McDonnell","474","Belfast South","Social Democratic and Labour","1508","2280","3437","http://sexymp.co.uk/mp/400.jpg","N06000003","66126","Belfast South","Northern Ireland"
"Margaret Curran","475","Glasgow East","Labour","1299","25809","30086","http://sexymp.co.uk/mp/139.jpg","S14000030","14426","Glasgow East","Scotland"
"Angela Eagle","476","Wallasey","Labour","1519","21137","32414","http://sexymp.co.uk/mp/177.jpg","E14001010","65635","Wallasey","England"
"Mark Hunter","477","Cheadle","Liberal Democrat","1452","2248","3196","http://sexymp.co.uk/mp/308.jpg","E14000627","65727","Cheadle","England"
"Mary Glendon","478","North Tyneside","Labour","1285","25874","29623","http://sexymp.co.uk/mp/229.jpg","E14000853","65720","North Tyneside","England"
"Nicholas Soames","479","Mid Sussex","Conservative","1459","2369","3400","http://sexymp.co.uk/mp/554.jpg","E14000817","65999","Mid Sussex","England"
"Gordon Brown","480","Kirkcaldy and Cowdenbeath","Labour","1354","3092","3902","http://sexymp.co.uk/mp/74.jpg","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland"
"Lyn Brown","481","West Ham","Labour","1362","24336","31089","http://sexymp.co.uk/mp/75.jpg","E14001032","66058","West Ham","England"
"Geoffrey Clifton-Brown","482","The Cotswolds","Conservative","1454","2173","3118","http://sexymp.co.uk/mp/116.jpg","E14000991","65789","The Cotswolds","England"
"Maria Eagle","483","Garston and Halewood","Labour","1454","21889","31394","http://sexymp.co.uk/mp/178.jpg","E14000708","65900","Garston and Halewood","England"
"John Bercow","484","Buckingham","Bi-Curious","1381","2626","3459","http://sexymp.co.uk/mp/44.jpg","E14000608","65909","Buckingham","England"
"David Wright","485","Telford","Labour","1522","2302","3580","http://sexymp.co.uk/mp/643.jpg","E14000989","65992","Telford","England"
"Stephen Hepburn","486","Jarrow","Labour","1488","2215","3326","http://sexymp.co.uk/mp/281.jpg","E14000765","66026","Jarrow","England"
"Chris Williamson","487","Derby North","Labour","1576","2135","3519","http://sexymp.co.uk/mp/630.jpg","E14000662","66070","Derby North","England"
"Jessica Morden","488","Newport East","Labour","1082","35382","29116","http://sexymp.co.uk/mp/431.jpg","W07000055","66094","Newport East","Wales"
"Elfyn Llwyd","489","Dwyfor Meirionnydd","Plaid Cymru","1563","2196","3591","http://sexymp.co.uk/mp/370.jpg","W07000061","66096","Dwyfor Meirionnydd","Wales"
"Joe Benton","490","Bootle","Labour","1486","2347","3534","http://sexymp.co.uk/mp/42.jpg","E14000581","65821","Bootle","England"
"Gary Streeter","491","South West Devon","Conservative","1454","2191","3222","http://sexymp.co.uk/mp/566.jpg","E14000950","65775","South West Devon","England"
"Gisela Stuart","492","Birmingham, Edgbaston","Labour","1381","23487","31558","http://sexymp.co.uk/mp/569.jpg","E14000560","65931","Birmingham, Edgbaston","England"
"Ann Coffey","493","Stockport","Labour","1408","22512","31365","http://sexymp.co.uk/mp/119.jpg","E14000969","65606","Stockport","England"
"Karen Buck","494","Westminster North","Labour","1423","21964","31354","http://sexymp.co.uk/mp/82.jpg","E14001036","65851","Westminster North","England"
"Jim Hood","495","Lanark and Hamilton East","Labour","1476","2262","3455","http://sexymp.co.uk/mp/295.jpg","S14000042","14438","Lanark and Hamilton East","Scotland"
"Lee Scott","496","Ilford North","Conservative","1442","2090","3077","http://sexymp.co.uk/mp/527.jpg","E14000759","65630","Ilford North","England"
"Angie Bray","497","Ealing Central and Acton","Conservative","1449","22036","32686","http://sexymp.co.uk/mp/67.jpg","E14000674","65755","Ealing Central and Acton","England"
"Cathy Jamieson","498","Kilmarnock and Loudoun","Labour Co-operative","1340","24767","32222","http://sexymp.co.uk/mp/316.jpg","S14000040","14436","Kilmarnock and Loudoun","Scotland"
"Stephen Timms","499","East Ham","Labour","1645","2085","3806","http://sexymp.co.uk/mp/585.jpg","E14000679","65573","East Ham","England"
"Tom Clarke","500","Coatbridge, Chryston and Bellshill","Labour","1495","2390","3760","http://sexymp.co.uk/mp/114.jpg","S14000011","14408","Coatbridge, Chryston and Bellshill","Scotland"
"Pauline Latham","501","Mid Derbyshire","Conservative","1386","23275","32258","http://sexymp.co.uk/mp/349.jpg","E14000814","66007","Mid Derbyshire","England"
"Gerry Sutcliffe","502","Bradford South","Labour","1445","2280","3392","http://sexymp.co.uk/mp/573.jpg","E14000588","65995","Bradford South","England"
"Andrew Tyrie","503","Chichester","Conservative","1422","2131","3084","http://sexymp.co.uk/mp/595.jpg","E14000633","65558","Chichester","England"
"William McCrea","504","South Antrim","Democratic Unionist","1437","2282","3376","http://sexymp.co.uk/mp/398.jpg","N06000014","66137","South Antrim","Northern Ireland"
"Pat Glass","505","North West Durham","Labour","1318","24148","30828","http://sexymp.co.uk/mp/227.jpg","E14000856","65859","North West Durham","England"
"David Crausby","506","Bolton North East","Labour","1458","2243","3414","http://sexymp.co.uk/mp/129.jpg","E14000578","65646","Bolton North East","England"
"Mike Hancock","507","Portsmouth South","Liberal Democrat","1459","2260","3448","http://sexymp.co.uk/mp/260.jpg","E14000884","66014","Portsmouth South","England"
"Dan Rogerson","508","North Cornwall","Liberal Democrat","1516","2126","3452","http://sexymp.co.uk/mp/513.jpg","E14000837","65602","North Cornwall","England"
"Th!!r!!se Coffey","509","Suffolk Coastal","Conservative","1414","22717","33003","http://sexymp.co.uk/mp/120.jpg","E14000981","65607","Suffolk Coastal","England"
"Diane Abbott","510","Hackney North and Stoke Newington","Labour","1353","23824","32162","http://sexymp.co.uk/mp/2.jpg","E14000720","65550","Hackney North and Stoke Newington","England"
"Gerald Howarth","511","Aldershot","Conservative","1480","2051","3230","http://sexymp.co.uk/mp/301.jpg","E14000530","65730","Aldershot","England"
"Tessa Jowell","512","Dulwich and West Norwood","Labour","1413","22619","32960","http://sexymp.co.uk/mp/331.jpg","E14000673","65808","Dulwich and West Norwood","England"
"Peter Tapsel","513","Louth and Horncastle","Conservative","1485","2094","3313","http://sexymp.co.uk/mp/580.jpg","E14000798","65987","Louth and Horncastle","England"
"Harriet Harman","514","Camberwell and Peckham","Labour","1177","27849","29214","http://sexymp.co.uk/mp/263.jpg","E14000615","65913","Camberwell and Peckham","England"
"John Thurso","515","Caithness, Sutherland and Easter Ross","Liberal Democrat","1445","2359","3590","http://sexymp.co.uk/mp/584.jpg","S14000009","14406","Caithness, Sutherland and Easter Ross","Scotland"
"David Heath","516","Somerton and Frome","Liberal Democrat","1491","2270","3669","http://sexymp.co.uk/mp/275.jpg","E14000932","65812","Somerton and Frome","England"
"Paul Goggins","517","Wythenshawe and Sale East","Labour","1407","2242","3298","http://sexymp.co.uk/mp/231.jpg","E14001059","65669","Wythenshawe and Sale East","England"
"Jon Trickett","518","Hemsworth","Labour","1370","2336","3319","http://sexymp.co.uk/mp/589.jpg","E14000740","66018","Hemsworth","England"
"Angela Smith","519","Penistone and Stocksbridge","Labour","1427","21106","32270","http://sexymp.co.uk/mp/547.jpg","E14000876","66002","Penistone and Stocksbridge","England"
"Richard Shepherd","520","Aldridge-Brownhills","Conservative","1492","2071","3425","http://sexymp.co.uk/mp/536.jpg","E14000531","65773","Aldridge-Brownhills","England"
"Oliver Colville","521","Plymouth, Sutton and Devonport","Conservative","1431","2127","3317","http://sexymp.co.uk/mp/122.jpg","E14000880","65737","Plymouth, Sutton and Devonport","England"
"Patrick McClaughlin","522","Derbyshire Dales","Conservative","1436","2065","3253","http://sexymp.co.uk/mp/410.jpg","E14000664","65799","Derbyshire Dales","England"
"Bill Esterson","523","Sefton Central","Labour","1540","2129","3757","http://sexymp.co.uk/mp/188.jpg","E14000916","65706","Sefton Central","England"
"Chi Onwurah","524","Newcastle upon Tyne Central","Labour","1363","22032","31926","http://sexymp.co.uk/mp/463.jpg","E14000831","66055","Newcastle upon Tyne Central","England"
"Nick Raynsford","525","Greenwich and Woolwich","Labour","1528","2064","3601","http://sexymp.co.uk/mp/494.jpg","E14000718","65837","Greenwich and Woolwich","England"
"Martin Caton","526","Gower","Labour","1548","1993","3558","http://sexymp.co.uk/mp/106.jpg","W07000046","66083","Gower","Wales"
"Jim Sheridan","527","Paisley and Renfrewshire North","Labour","1376","2382","3513","http://sexymp.co.uk/mp/537.jpg","S14000052","14449","Paisley and Renfrewshire North","Scotland"
"Mike Weir","528","Angus","Scottish National Party","1446","2173","3480","http://sexymp.co.uk/mp/615.jpg","S14000004","14401","Angus","Scotland"
"Joan Walley","529","Stoke-on-Trent North","Labour","1375","21545","31947","http://sexymp.co.uk/mp/607.jpg","E14000973","65783","Stoke-on-Trent North","England"
"Dave Watts","530","St Helens North","Labour","1405","2277","3502","http://sexymp.co.uk/mp/612.jpg","E14000962","66073","St Helens North","England"
"Adrian Sanders","531","Torbay","Liberal Democrat","1424","2123","3343","http://sexymp.co.uk/mp/524.jpg","E14000999","65692","Torbay","England"
"Ann Clwyd","532","Cynon Valley","Labour","1329","22430","31526","http://sexymp.co.uk/mp/117.jpg","W07000070","66105","Cynon Valley","Wales"
"Andrew Love","533","Edmonton","Labour Co-operative","1450","2124","3452","http://sexymp.co.uk/mp/375.jpg","E14000687","65570","Edmonton","England"
"Pat McFadden","534","Wolverhampton South East","Labour","1440","2192","3525","http://sexymp.co.uk/mp/402.jpg","E14001050","65593","Wolverhampton South East","England"
"Ann McKechin","535","Glasgow North","Labour","1342","21987","31506","http://sexymp.co.uk/mp/408.jpg","S14000031","14427","Glasgow North","Scotland"
"Richard Harrington","536","Watford","Conservative","1442","2060","3330","http://sexymp.co.uk/mp/265.jpg","E14001021","65626","Watford","England"
"Ian Davidson","537","Glasgow South West","Labour Co-operative","1441","2171","3522","http://sexymp.co.uk/mp/145.jpg","S14000035","14431","Glasgow South West","Scotland"
"Marsha Singh","538","Bradford West","Labour","1519","2098","3733","http://sexymp.co.uk/mp/542.jpg","E14000589","66036","Bradford West","England"
"Michael Fabricant","539","Lichfield","Conservative","1410","2049","3253","http://sexymp.co.uk/mp/195.jpg","E14000791","66046","Lichfield","England"
"Madeleine Moon","540","Bridgend","Labour","1357","21444","31965","http://sexymp.co.uk/mp/428.jpg","W07000073","66095","Bridgend","Wales"
"Linda Riordin","541","Halifax","Labour Co-operative","1299","22956","31722","http://sexymp.co.uk/mp/505.jpg","E14000723","65599","Halifax","England"
"Heather Wheeler","542","South Derbyshire","Conservative","1556","20043","37203","http://sexymp.co.uk/mp/617.jpg","E14000935","65762","South Derbyshire","England"
"Gerald Kaufman","543","Manchester, Gorton","Labour","1382","2449","3778","http://sexymp.co.uk/mp/333.jpg","E14000808","65834","Manchester, Gorton","England"
"Shaun Woodward","544","St Helens South and Whiston","Labour","1411","2281","3638","http://sexymp.co.uk/mp/642.jpg","E14000963","65732","St Helens South and Whiston","England"
"David Evennett","545","Bexleyheath and Crayford","Conservative","1447","1959","3263","http://sexymp.co.uk/mp/194.jpg","E14000558","65611","Bexleyheath and Crayford","England"
"Gordon Banks","546","Ochil and South Perthshire","Labour","1503","2054","3638","http://sexymp.co.uk/mp/28.jpg","S14000050","14447","Ochil and South Perthshire","Scotland"
"Naomi Long","547","Belfast East","Alliance","1384","21676","33822","http://sexymp.co.uk/mp/371.jpg","N06000001","66124","Belfast East","Northern Ireland"
"George Mudie","548","Leeds East","Labour","1407","2213","3542","http://sexymp.co.uk/mp/440.jpg","E14000778","65941","Leeds East","England"
"Nia Griffith","549","Llanelli","Labour","1415","2158","3510","http://sexymp.co.uk/mp/246.jpg","W07000045","66117","Llanelli","Wales"
"Caroline Lucas","550","Brighton, Pavilion","Green Party","1295","24756","34733","http://sexymp.co.uk/mp/376.jpg","E14000598","65787","Brighton, Pavilion","England"
"Frank Dobson","551","Holborn and St Pancras","Labour","1331","2452","3626","http://sexymp.co.uk/mp/157.jpg","E14000750","65824","Holborn and St Pancras","England"
"Eric Pickles","552","Brentwood and Ongar","Conservative","1431","2166","3618","http://sexymp.co.uk/mp/483.jpg","E14000594","65685","Brentwood and Ongar","England"
"Meg Munn","553","Sheffield, Heeley","Labour Co-operative","1365","21133","32808","http://sexymp.co.uk/mp/443.jpg","E14000923","65549","Sheffield, Heeley","England"
"Richard Burden","554","Birmingham, Northfield","Labour","1454","2013","3462","http://sexymp.co.uk/mp/84.jpg","E14000565","65966","Birmingham, Northfield","England"
"Paul Flynn","555","Newport West","Labour","1480","2125","3761","http://sexymp.co.uk/mp/205.jpg","W07000056","66099","Newport West","Wales"
"Alan Haselhurst","556","Saffron Walden","Conservative","1461","1963","3407","http://sexymp.co.uk/mp/270.jpg","E14000910","65654","Saffron Walden","England"
"Julian Lewis","557","New Forest East","Conservative","1371","2198","3454","http://sexymp.co.uk/mp/364.jpg","E14000827","65556","New Forest East","England"
