sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Gordon Birtwistle","601","Burnley","Liberal Democrat","1458","1841","3728","http://sexymp.co.uk/mp/51.jpg","E14000609","65846","Burnley","England","75.7","344","80.5","337","16.8","338","19.4","330","covered_by","E07000117"
"Alan Beith","602","Berwick-upon-Tweed","Liberal Democrat","1486","1837","3833","http://sexymp.co.uk/mp/38.jpg","E14000554","65726","Berwick-upon-Tweed","England","78.8","224","82.5","246","18.4","210","20.5","262","covered_by","E06000048"
"Bob Russell","603","Colchester","Liberal Democrat","1445","1880","3799","http://sexymp.co.uk/mp/522.jpg","E14000644","65926","Colchester","England","79.7","156","83.4","153","18.9","146","21.3","164","covered_by","E07000071"
"Roger Godsiff","604","Birmingham, Hall Green","Labour","1404","1988","3880","http://sexymp.co.uk/mp/230.jpg","E14000562","65597","Birmingham, Hall Green","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Glanda Jackson","605","Hampstead and Kilburn","Labour","1428","18441","36836","http://sexymp.co.uk/mp/312.jpg","E14000727","65576","Hampstead and Kilburn","England","80.2","118","84.95","36.5","19.7","60.5","23.1","18.5","overlapped_by (calculated average)","E09000007,E09000005"
"Andrew Miller","606","Ellesmere Port and Neston","Labour","1419","1999","3961","http://sexymp.co.uk/mp/422.jpg","E14000688","65991","Ellesmere Port and Neston","England","79.2","200","82.8","215","18.6","198","20.8","240","covered_by","E06000050"
"Virendra Sharma","607","Ealing, Southall","Labour","1353","2045","3772","http://sexymp.co.uk/mp/533.jpg","E14000676","65794","Ealing, Southall","England","79.2","204","84.2","88","18.9","153","21.7","111","covered_by","E09000009"
"Hywel Francis","608","Aberavon","Labour","1434","1948","3927","http://sexymp.co.uk/mp/209.jpg","W07000049","66101","Aberavon","Wales","76.6","333","81.2","319","17.1","328","19.8","321","covered_by","W06000012"
"Ian Lucas","609","Wrexham","Labour","1327","2002","3601","http://sexymp.co.uk/mp/377.jpg","W07000044","66113","Wrexham","Wales","78.2","256","82","280","18","248","20.3","285","covered_by","W06000006"
"Jim Shannon","610","Strangford","Democratic Unionist","1451","1917","3956","http://sexymp.co.uk/mp/530.jpg","N06000016","66139","Strangford","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Sandra Osborne","611","Ayr, Carrick and Cumnock","Labour","1413","18864","37536","http://sexymp.co.uk/mp/466.jpg","S14000006","14403","Ayr, Carrick and Cumnock","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jack Dromey","612","Birmingham, Erdington","Labour","1304","2244","4020","http://sexymp.co.uk/mp/170.jpg","E14000561","65667","Birmingham, Erdington","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Grahame Morris","613","Easington","Labour","1436","1819","3779","http://sexymp.co.uk/mp/436.jpg","E14000677","65823","Easington","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"Robert Smith","614","West Aberdeenshire and Kincardine","Liberal Democrat","1387","1869","3688","http://sexymp.co.uk/mp/553.jpg","S14000058","14455","West Aberdeenshire and Kincardine","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Tom Watson","615","West Bromwich East","Labour","1395","2050","4106","http://sexymp.co.uk/mp/611.jpg","E14001029","65983","West Bromwich East","England","76.8","330","81.3","318","17","332","20.3","293","covered_by","E08000028"
"Anne Begg","616","Aberdeen South","Labour","1380","18734","37041","http://sexymp.co.uk/mp/37.jpg","S14000002","14399","Aberdeen South","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Sammy Wilson","617","East Antrim","Democratic Unionist","1354","1953","3748","http://sexymp.co.uk/mp/635.jpg","N06000005","66128","East Antrim","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Julian Huppart","618","Cambridge","Liberal Democrat","1479","1769","3887","http://sexymp.co.uk/mp/309.jpg","E14000617","65927","Cambridge","England","79.9","141","84.5","50","19.1","124","22","67","covered_by","E07000008"
"Fiona MacTaggart","619","Slough","Labour","1389","18701","37422","http://sexymp.co.uk/mp/383.jpg","E14000930","65680","Slough","England","78.5","248","82.7","230","18","261","21.1","196","covered_by","E06000039"
"Menzies Campbell","620","North East Fife","Liberal Democrat","1260","2234","3867","http://sexymp.co.uk/mp/100.jpg","S14000049","14446","North East Fife","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Ian Swales","621","Redcar","Liberal Democrat","1253","2047","3519","http://sexymp.co.uk/mp/574.jpg","E14000891","66032","Redcar","England","77.5","288","81.1","310.5","17.45","285.5","19.65","308","overlapped_by (calculated average)","E06000002,E06000003"
"David Willetts","622","Havant","Conservative","1417","1770","3671","http://sexymp.co.uk/mp/625.jpg","E14000736","65699","Havant","England","79.6","170","83.4","152","19","133","21.7","112","covered_by","E07000090"
"John Robertson","623","Glasgow North West","Labour","1402","1974","4040","http://sexymp.co.uk/mp/510.jpg","S14000033","14429","Glasgow North West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"George Young","624","North West Hampshire","Conservative","1346","1927","3707","http://sexymp.co.uk/mp/648.jpg","E14000857","65894","North West Hampshire","England","80.8","68","83.8","119","19.450000000000003","78","21.3","164.5","overlapped_by (calculated average)","E07000084,E07000093"
"Rosie Cooper","625","West Lancashire","Labour","1332","18925","36276","http://sexymp.co.uk/mp/124.jpg","E14001033","65873","West Lancashire","England","78.7","233","82.5","245","18","250","20.4","275","covered_by","E07000127"
"Keith Simpson","626","Broadland","Conservative","1339","1830","3542","http://sexymp.co.uk/mp/541.jpg","E14000603","65852","Broadland","England","80.95","62.5","84.55","59","19.6","66.5","22.05","81.5","overlapped_by (calculated average)","E07000144,E07000147"
"Mike Gapes","627","Ilford South","Labour Co-operative","1438","1837","3999","http://sexymp.co.uk/mp/216.jpg","E14000760","65585","Ilford South","England","80.3","107","84","97","19.2","113","21.7","109","covered_by","E09000026"
"Oliver Letwin","628","West Dorset","Conservative","1352","1804","3586","http://sexymp.co.uk/mp/361.jpg","E14001031","65716","West Dorset","England","81","56","85","26","19.6","55","22.4","38","covered_by","E07000052"
"David Winnick","629","Walsall North","Labour","1451","1871","4129","http://sexymp.co.uk/mp/636.jpg","E14001011","65890","Walsall North","England","77.9","281","82.3","255","18.1","240","20.9","225","covered_by","E08000030"
"Paul Burstow","630","Sutton and Cheam","Liberal Democrat","1319","1841","3584","http://sexymp.co.uk/mp/90.jpg","E14000984","66040","Sutton and Cheam","England","80.5","95","84","103","19.1","120","21.6","126","covered_by","E09000029"
"John Pugh","631","Southport","Liberal Democrat","1382","1829","3879","http://sexymp.co.uk/mp/490.jpg","E14000958","65728","Southport","England","77.5","306","82.8","220","17.8","277","21.2","178","covered_by","E08000014"
"Annette Brooke","632","Mid Dorset and North Poole","Liberal Democrat","1366","17587","37647","http://sexymp.co.uk/mp/73.jpg","E14000815","66061","Mid Dorset and North Poole","England","81.30000000000001","62.333333333333336","85.73333333333333","31.666666666666668","20.233333333333334","26","23","34.666666666666664","overlapped_by (calculated average)","E06000029,E07000049,E07000051"
"Don Foster","633","Bath","Liberal Democrat","1465","1656","3931","http://sexymp.co.uk/mp/206.jpg","E14000547","65798","Bath","England","80.6","84","84.4","65","19.4","91","21.9","89","covered_by","E06000022"
"James Arbuthnot","634","North East Hampshire","Conservative","1348","1805","3811","http://sexymp.co.uk/mp/16.jpg","E14000844","65729","North East Hampshire","England","81.85","34","84.3","103.5","20.1","31","21.75","135.5","overlapped_by (calculated average)","E07000084,E07000089"
"Alan Reid","635","Argyll and Bute","Liberal Democrat","1386","1806","3973","http://sexymp.co.uk/mp/501.jpg","S14000005","14402","Argyll and Bute","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Andrew Stunel","636","Hazel Grove","Liberal Democrat","1312","1842","3833","http://sexymp.co.uk/mp/571.jpg","E14000738","65557","Hazel Grove","England","79.8","154","83.1","189","19.1","131","21.3","162","covered_by","E08000007"
"Hywell Williams","637","Arfon","Plaid Cymru","1335","1837","3925","http://sexymp.co.uk/mp/626.jpg","W07000057","66108","Arfon","Wales","78.8","223","83.1","191","18.3","224","21.4","154","covered_by","W06000002"
"Alun Michael","638","Cardiff South and Penarth","Labour Co-operative","1397","1792","4135","http://sexymp.co.uk/mp/419.jpg","W07000080","66119","Cardiff South and Penarth","Wales","78.2","259","82.7","233","17.8","276","21","204","covered_by","W06000015"
"Pat Doherty","639","West Tyrone","Sinn Fein","1446","1699","4205","http://sexymp.co.uk/mp/160.jpg","N06000018","66141","West Tyrone","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Michael Connarty","640","Linlithgow and East Falkirk","Conservative","1300","1867","3984","http://sexymp.co.uk/mp/123.jpg","S14000043","14439","Linlithgow and East Falkirk","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Lindsay Roy","641","Glenrothes","Labour","1420","1749","4231","http://sexymp.co.uk/mp/517.jpg","S14000036","14432","Glenrothes","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Norman Baker","642","Lewes","Liberal Democrat","1359","1733","3978","http://sexymp.co.uk/mp/23.jpg","E14000786","66020","Lewes","England","80.95","60","84.5","56.5","19.700000000000003","47.5","22.25","55.5","overlapped_by (calculated average)","E07000063,E07000065"
"Sheila Gilmore","643","Edinburgh East","Labour","1322","17469","38962","http://sexymp.co.uk/mp/226.jpg","S14000022","14419","Edinburgh East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"John Healey","644","Wentworth and Dearne","Labour","1309","1853","4088","http://sexymp.co.uk/mp/274.jpg","E14001028","65588","Wentworth and Dearne","England","77.76666666666667","290","81.6","303.3333333333333","17.533333333333335","306.6666666666667","20.166666666666668","299.3333333333333","overlapped_by (calculated average)","E08000016,E08000017,E08000018"
"Roger Williams","645","Brecon and Radnorshire","Liberal Democrat","1316","1707","4003","http://sexymp.co.uk/mp/628.jpg","W07000068","66088","Brecon and Radnorshire","Wales","78.7","224.5","82.3","231.5","18.3","217.5","20.55","219.5","overlapped_by (calculated average)","W06000023,W06000024"
"Angus Robertson","646","Moray","Scottish National Party","1288","1729","3992","http://sexymp.co.uk/mp/508.jpg","S14000046","14442","Moray","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Ronnie Campbell","647","Blyth Valley","Labour","1308","1729","4285","http://sexymp.co.uk/mp/101.jpg","E14000575","65753","Blyth Valley","England","78.8","224","82.5","246","18.4","210","20.5","262","covered_by","E06000048"
"Steve McCabe","648","Birmingham, Selly Oak","Labour","1601","3089","15081","http://sexymp.co.uk/mp/392.jpg","E14000567","65804","Birmingham, Selly Oak","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
