sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Jim Cunningham","234","Coventry South","Labour","1470","3431","2819","http://sexymp.co.uk/mp/137.jpg","E14000651","65877","Coventry South","England","78.1","268","82.1","270","18.3","225","20.8","232","covered_by","E08000026"
"Hilary Benn","235","Leeds Central","Labour","1472","3152","2594","http://sexymp.co.uk/mp/41.jpg","E14000777","65765","Leeds Central","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Edward Vaisey","236","Wantage","Conservative","1333","3605","2348","http://sexymp.co.uk/mp/598.jpg","E14001015","65638","Wantage","England","81.25","41.5","84.55","52.5","19.6","57.5","21.95","76","overlapped_by (calculated average)","E07000179,E07000180"
"Simon Wright","237","Norwich South","Liberal Democrat","1510","2940","2563","http://sexymp.co.uk/mp/646.jpg","E14000864","65634","Norwich South","England","80.1","129","84.1","96.5","19.65","70.5","22.299999999999997","42","overlapped_by (calculated average)","E07000148,E07000149"
"James Clappison","238","Hertsmere","Conservative","1452","2980","2391","http://sexymp.co.uk/mp/110.jpg","E14000745","65994","Hertsmere","England","80.7","78","83.5","144","19.8","33","21.6","130","covered_by","E07000098"
"Andrew Gwynne","239","Denton and Reddish","Labour","1526","3030","2707","http://sexymp.co.uk/mp/249.jpg","E14000661","65924","Denton and Reddish","England","78.05","246.5","81.85","261.5","18.05","233.5","20.200000000000003","252","overlapped_by (calculated average)","E08000007,E08000008"
"Alan Keen","240","Feltham and Heston","Labour Co-operative","1649","2908","3044","http://sexymp.co.uk/mp/336.jpg","E14000701","65655","Feltham and Heston","England","79.5","178","83.3","172","18.6","199","21.6","136","covered_by","E09000018"
"Jonathan Lord","241","Woking","Conservative","1455","2984","2400","http://sexymp.co.uk/mp/373.jpg","E14001047","66039","Woking","England","81.85","13","84.9","39.5","20","25.5","22.4","37","overlapped_by (calculated average)","E07000207,E07000209"
"John Penrose","242","Weston-super-Mare","Conservative","1418","3080","2338","http://sexymp.co.uk/mp/477.jpg","E14001038","65742","Weston-Super-Mare","England","79.6","173","83.5","147","19.1","129","21.6","131","covered_by","E06000024"
"Jack Lopresti","243","Filton and Bradley Stoke","Conservative","1446","3068","2443","http://sexymp.co.uk/mp/372.jpg","E14000702","65865","Filton and Bradley Stoke","England","81","52","84.6","48","19.6","60","21.8","93","covered_by","E06000025"
"Robert Buckland","244","South Swindon","Conservative","1439","2942","2318","http://sexymp.co.uk/mp/83.jpg","E14000947","65800","South Swindon","England","79.3","196","82.7","227","18.5","204","20.9","216","covered_by","E06000030"
"Heidi Alexander","245","Lewisham East","Labour","1358","41112","28336","http://sexymp.co.uk/mp/10.jpg","E14000787","65705","Lewisham East","England","78.2","258","82.6","241","17.8","283","20.9","218","covered_by","E09000023"
"Robert Goodwill","246","Scarborough and Whitby","Conservative","1598","2865","2831","http://sexymp.co.uk/mp/234.jpg","E14000913","65891","Scarborough and Whitby","England","77.9","287","82.2","263","18.5","205","20.7","252","covered_by","E07000168"
"Sajid Javid","247","Bromsgrove","Conservative","1495","2996","2574","http://sexymp.co.uk/mp/318.jpg","E14000605","65617","Bromsgrove","England","80.4","103","83.5","140","18.8","171","20.8","231","covered_by","E07000234"
"Jim McGovern","248","Dundee West","Labour","1649","2742","2879","http://sexymp.co.uk/mp/404.jpg","S14000016","14413","Dundee West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Mundell","249","Dumfriesshire, Clydesdale and Tweeddale","Conservative","1527","2920","2626","http://sexymp.co.uk/mp/442.jpg","S14000014","14411","Dumfriesshire, Clydesdale and Tweeddale","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Andrew Percy","250","Brigg and Goole","Conservative","1514","2865","2533","http://sexymp.co.uk/mp/478.jpg","E14000596","66000","Brigg and Goole","England","78.94999999999999","209.5","82.85","217","18.35","223","20.9","225","overlapped_by (calculated average)","E06000011,E06000013"
"John Redwood","251","Wokingham","Conservative","1533","2945","2669","http://sexymp.co.uk/mp/496.jpg","E14001048","65774","Wokingham","England","81.19999999999999","45","84.55","48","19.6","57.5","22.15","63","overlapped_by (calculated average)","E06000037,E06000041"
"Smith Henry","252","Crawley","Conservative","1323","3626","2343","http://sexymp.co.uk/mp/549.jpg","E14000652","65781","Crawley","England","79.4","183","83.6","138","18.7","187","21.8","95","covered_by","E07000226"
"Christopher Chope","253","Christchurch","Conservative","1592","2763","2715","http://sexymp.co.uk/mp/109.jpg","E14000638","65885","Christchurch","England","82.9","1","86.5","2","20.8","2","23.6","3","overlapped_by (calculated average)","E07000049"
"Guy Opperman","254","Hexham","Conservative","1443","2984","2381","http://sexymp.co.uk/mp/464.jpg","E14000746","65850","Hexham","England","78","272","81.9","281","18","253","20","295.5","overlapped_by (calculated average)","E06000048,E08000020"
"Douglas Carswell","255","Clacton","Conservative","1478","3091","2605","http://sexymp.co.uk/mp/104.jpg","E14000642","66030","Clacton","England","78","275","81.9","291","17.9","264","20.8","239","covered_by","E07000076"
"Greg Clark","256","Tunbridge Wells","Conservative","1408","3130","2368","http://sexymp.co.uk/mp/111.jpg","E14001004","65660","Tunbridge Wells","England","81.4","30","85.1","24","19.8","38","22.5","33","covered_by","E07000116"
"Tony Baldry","257","Banbury","Conservative","1459","3014","2471","http://sexymp.co.uk/mp/25.jpg","E14000539","66008","Banbury","England","80.1","122","83.7","127","19.1","125","21.7","113","covered_by","E07000177"
"Dai Harvard","258","Merthyr Tydfil and Rhymney","Labour","1563","2906","2760","http://sexymp.co.uk/mp/271.jpg","W07000071","66086","Merthyr Tydfil and Rhymney","Wales","77.5","305","81.3","316.5","17.4","313","19.450000000000003","330.5","overlapped_by (calculated average)","W06000024,W06000018"
"Kris Hopkins","259","Keighley","Conservative","1555","2858","2682","http://sexymp.co.uk/mp/297.jpg","E14000766","65871","Keighley","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Peter Luff","260","Mid Worcestershire","Conservative","1623","2781","2847","http://sexymp.co.uk/mp/378.jpg","E14000818","65888","Mid Worcestershire","England","80.7","75","84.6","43","19.9","31","22.4","34","covered_by","E07000238"
"Karl McCartney","261","Lincoln","Conservative","1409","3067","2319","http://sexymp.co.uk/mp/396.jpg","E14000792","65704","Lincoln","England","79.2","187.5","82.55","233","18.35","209.5","20.9","215.5","overlapped_by (calculated average)","E07000138,E07000139"
"Dennis Skinner","262","Bolsover","Labour","1637","3053","3184","http://sexymp.co.uk/mp/544.jpg","E14000577","65628","Bolsover","England","79.7","159","83","202","18.8","162","20.8","238","overlapped_by (calculated average)","E07000038"
"Gregory Campbell","263","East Londonderry","Democratic Unionist","1567","2974","2845","http://sexymp.co.uk/mp/99.jpg","N06000006","66129","East Londonderry","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Philip Davies","264","Shipley","Conservative","1631","2822","2938","http://sexymp.co.uk/mp/149.jpg","E14000925","65959","Shipley","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Ian Austin","265","Dudley North","Labour","1589","2838","2805","http://sexymp.co.uk/mp/18.jpg","E14000671","65806","Dudley North","England","78.9","222","83","195","18.4","215","21.2","180","covered_by","E08000027"
"Tony Lloyd","266","Manchester Central","Labour","1572","2873","2783","http://sexymp.co.uk/mp/369.jpg","E14000807","66048","Manchester Central","England","74.8","345","79.5","346","15.8","346","18.8","344","covered_by","E08000003"
"Malcom Bruce","267","Gordon","Liberal Democrat","1513","2954","2638","http://sexymp.co.uk/mp/80.jpg","S14000037","14433","Gordon","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jim Fitzpatrick","268","Poplar and Limehouse","Labour","1507","3045","2707","http://sexymp.co.uk/mp/202.jpg","E14000882","65917","Poplar and Limehouse","England","77.1","324","82","283","17","333","20.2","299","covered_by","E09000030"
"Nick Gibb","269","Bognor Regis and Littlehampton","Conservative","1636","2644","2779","http://sexymp.co.uk/mp/222.jpg","E14000576","65841","Bognor Regis and Littlehampton","England","79.7","160","83.5","142","19.1","130","21.6","121","covered_by","E07000224"
"Jason McCartney","270","Colne Valley","Conservative","1426","3064","2411","http://sexymp.co.uk/mp/395.jpg","E14000645","65835","Colne Valley","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Mark Pritchard","271","The Wrekin","Conservative","1465","3044","2541","http://sexymp.co.uk/mp/489.jpg","E14000992","65977","The Wrekin","England","78.85","218","82.69999999999999","211","18.35","210","20.9","214.5","overlapped_by (calculated average)","E06000051,E06000020"
"Robert Walter","272","North Dorset","Conservative","1610","2697","2744","http://sexymp.co.uk/mp/608.jpg","E14000839","65702","North Dorset","England","82.9","1","86.5","2","20.8","2","23.6","3","overlapped_by (calculated average)","E07000049"
"Chris Grayling","273","Epsom and Ewell","Conservative","1471","3062","2586","http://sexymp.co.uk/mp/239.jpg","E14000694","65803","Epsom and Ewell","England","81.5","31","84.89999999999999","42.666666666666664","19.933333333333334","39","22.23333333333333","66.66666666666667","overlapped_by (calculated average)","E07000208,E07000210,E07000211"
"Edward Leigh","274","Gainsborough","Conservative","1666","2697","2951","http://sexymp.co.uk/mp/358.jpg","E14000707","65952","Gainsborough","England","77.8","290","81.8","292","18","259","20.6","254","overlapped_by (calculated average)","E07000137"
"Brooks Newmark","275","Braintree","Conservative","1501","2966","2627","http://sexymp.co.uk/mp/454.jpg","E14000590","65670","Braintree","England","79.6","167","83","203","18.2","230","20.9","226","covered_by","E07000067"
"John Baron","276","Basildon and Billericay","Conservative","1569","2794","2721","http://sexymp.co.uk/mp/31.jpg","E14000544","65898","Basildon and Billericay","England","79.5","176","82.9","213","18.8","175","20.9","228","covered_by","E07000066"
"Gregg McClymont","277","Cumbernauld, Kilsyth and Kirkintilloch East","Labour","1702","2758","3147","http://sexymp.co.uk/mp/397.jpg","S14000012","14409","Cumbernauld, Kilsyth and Kirkintilloch East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Nick Smith","278","Blaenau Gwent","Labour","1503","3059","2723","http://sexymp.co.uk/mp/551.jpg","W07000072","66093","Blaenau Gwent","Wales","75.7","343","79.9","345","16.5","345","18.7","346","covered_by","W06000019"
"Dan Jarvis","279","Barnsley Central","Labour","1416","3502","2741","http://sexymp.co.uk/mp/317.jpg","E14000541","65665","Barnsley Central","England","77.8","288","81.5","311","17.6","298","19.9","317","covered_by","E08000016"
"Paul Maynard","280","Blackpool North and Cleveleys","Conservative","1489","3046","2669","http://sexymp.co.uk/mp/391.jpg","E14000572","65750","Blackpool North and Cleveleys","England","76.1","303","80.9","319","17.45","278","20","290.5","overlapped_by (calculated average)","E06000009,E07000128"
"Robert Syms","281","Poole","Conservative","1493","2858","2515","http://sexymp.co.uk/mp/578.jpg","E14000881","65860","Poole","England","80.2","117","84.1","92","19.6","64","21.8","99","covered_by","E06000029"
"Simon Kirby","282","Brighton, Kemptown","Conservative","1494","3013","2660","http://sexymp.co.uk/mp/341.jpg","E14000597","65844","Brighton, Kemptown","England","79.80000000000001","148.5","83.9","113","19.05","125","21.950000000000003","96.5","overlapped_by (calculated average)","E06000043,E07000063"
"Alok Sharma","283","Reading West","Conservative","1597","2693","2732","http://sexymp.co.uk/mp/532.jpg","E14000890","65982","Reading West","England","79.6","158","83.65","136","18.7","166.5","21.7","125.5","overlapped_by (calculated average)","E06000038,E06000037"
"Neil Carmichael","284","Stroud","Conservative","1529","2892","2692","http://sexymp.co.uk/mp/103.jpg","E14000980","65858","Stroud","England","80.5","92","83.5","143","19.3","100","21.1","190","covered_by","E07000082"
"Mark Hoban","285","Fareham","Conservative","1591","2760","2785","http://sexymp.co.uk/mp/288.jpg","E14000699","65857","Fareham","England","80.9","61","83.9","111","19.2","112","21.7","116","covered_by","E07000087"
"David Miliband","286","South Shields","Labour","1487","3962","3474","http://sexymp.co.uk/mp/420.jpg","E14000944","65719","South Shields","England","76.8","331","81.2","320","16.8","339","19.9","315","covered_by","E08000023"
"Barry Sheerman","287","Huddersfield","Labour Co-operative","1730","2616","3095","http://sexymp.co.uk/mp/534.jpg","E14000756","65624","Huddersfield","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"Andrew Turner","288","Isle of Wight","Conservative","1681","2663","2987","http://sexymp.co.uk/mp/591.jpg","E14000762","65791","Isle of Wight","England","80","139","83.5","141","18.9","156","21.5","149","covered_by","E06000046"
"Tristram Hunt","289","Stoke-on-Trent Central","Labour","1507","3728","3378","http://sexymp.co.uk/mp/307.jpg","E14000972","65710","Stoke-on-Trent Central","England","76.7","332","80.5","338","17.2","327","19.8","322","covered_by","E06000021"
"Peter Bone","290","Wellingborough","Conservative","1508","2921","2645","http://sexymp.co.uk/mp/61.jpg","E14001025","65830","Wellingborough","England","80","134.5","83.4","155","19.1","128.5","21.35","168","overlapped_by (calculated average)","E07000152,E07000156"
"Stephen Gilbert","291","St Austell and Newquay","Liberal Democrat","1514","2839","2604","http://sexymp.co.uk/mp/223.jpg","E14000961","65591","St Austell and Newquay","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Hugo Swire","292","East Devon","Conservative","1527","3066","2860","http://sexymp.co.uk/mp/577.jpg","E14000678","65813","East Devon","England","80.65","91.5","83.95","112.5","19.45","85.5","22.1","61.5","overlapped_by (calculated average)","E07000040,E07000041"
"Ben Bradshaw","293","Exeter","Labour","1588","3175","3208","http://sexymp.co.uk/mp/64.jpg","E14000698","66033","Exeter","England","79.9","148","83.4","168","19","141","21.9","80","covered_by","E07000041"
"Simon Burns","294","Chelmsford","Conservative","1520","2962","2735","http://sexymp.co.uk/mp/88.jpg","E14000628","65797","Chelmsford","England","80.7","71","84.3","80","19.5","71","21.9","90","covered_by","E07000070"
"Jenny Chapman","295","Darlington","Labour","1447","34378","28632","http://sexymp.co.uk/mp/107.jpg","E14000658","65802","Darlington","England","78.7","234","82.7","231","18","257","20.7","248","covered_by","E06000005"
"Charles Hendry","296","Wealden","Conservative","1600","2672","2746","http://sexymp.co.uk/mp/280.jpg","E14001023","65961","Wealden","England","81","58","84.2","81","19.6","63","21.9","86","covered_by","E07000065"
"Anas Sarwar","297","Glasgow Central","Labour","1425","3454","2787","http://sexymp.co.uk/mp/526.jpg","S14000029","14425","Glasgow Central","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Davis","298","Haltemprice and Howden","Conservative","1432","2965","2420","http://sexymp.co.uk/mp/150.jpg","E14000724","65671","Haltemprice and Howden","England","79.6","168","82.9","210","18.7","186","20.8","244","covered_by","E06000011"
"Jonathan Edwards","299","Carmarthen East and Dinefwr","Plaid Cymru","1458","3061","2605","http://sexymp.co.uk/mp/179.jpg","W07000067","66089","Carmarthen East and Dinefwr","Wales","78.5","241","82.6","236","18.2","232","20.4","279","covered_by","W06000010"
"Andrew Selous","300","South West Bedfordshire","Conservative","1444","2960","2467","http://sexymp.co.uk/mp/529.jpg","E14000949","65848","South West Bedfordshire","England","80.5","96","84","101","19.2","106","21.6","125","covered_by","E06000056"
"Sheryll Murray","301","South East Cornwall","Conservative","1587","26721","27252","http://sexymp.co.uk/mp/449.jpg","E14000938","65684","South East Cornwall","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Dominic Greive","302","Beaconsfield","Conservative","1413","3018","2411","http://sexymp.co.uk/mp/245.jpg","E14000550","65687","Beaconsfield","England","81.3","37","84.2","83","19.9","26","22.1","53","overlapped_by (calculated average)","E07000007"
"Neil Parish","303","Tiverton and Honiton","Conservative","1559","2744","2704","http://sexymp.co.uk/mp/471.jpg","E14000996","65761","Tiverton and Honiton","England","80.85","73.5","84.7","42.5","19.65","61.5","22.5","32","overlapped_by (calculated average)","E07000040,E07000042"
"David Gauke","304","South West Hertfordshire","Conservative","1509","2852","2634","http://sexymp.co.uk/mp/220.jpg","E14000951","65596","South West Hertfordshire","England","80.3","110","84.5","58","19","135","22.1","57.5","overlapped_by (calculated average)","E07000096,E07000102"
"Tom Brake","305","Carshalton and Wallington","Liberal Democrat","1433","3104","2573","http://sexymp.co.uk/mp/66.jpg","E14000621","65972","Carshalton and Wallington","England","80.5","95","84","103","19.1","120","21.6","126","covered_by","E09000029"
"Jon Cruddas","306","Dagenham and Rainham","Labour","1441","3201","2692","http://sexymp.co.uk/mp/134.jpg","E14000657","65985","Dagenham and Rainham","England","78.44999999999999","244.5","82.9","201.5","18.05","253","21.05","194.5","overlapped_by (calculated average)","E09000002,E09000016"
"John Hayes","307","South Holland and The Deepings","Conservative","1532","2925","2796","http://sexymp.co.uk/mp/272.jpg","E14000939","66051","South Holland and The Deepings","England","80.1","125","84","100","18.7","179","21.5","144","overlapped_by (calculated average)","E07000141"
"Graham Stuart","308","Beverley and Holderness","Conservative","1606","2691","2832","http://sexymp.co.uk/mp/570.jpg","E14000556","65934","Beverley and Holderness","England","79.6","168","82.9","210","18.7","186","20.8","244","covered_by","E06000011"
"John Spellar","309","Warley","Labour","1728","2686","3254","http://sexymp.co.uk/mp/556.jpg","E14001016","66079","Warley","England","77.85","276","82.15","256.5","17.7","273.5","20.75","236.5","overlapped_by (calculated average)","E08000027,E08000028"
"Martin Horwood","310","Cheltenham","Liberal Democrat","1394","3139","2479","http://sexymp.co.uk/mp/298.jpg","E14000630","65946","Cheltenham","England","80.6","83","84.3","77","19.4","82","22.2","46","covered_by","E07000078"
"Simon Hughes","311","Bermondsey and Old Southwark","Liberal Democrat","1644","2647","2949","http://sexymp.co.uk/mp/304.jpg","E14000553","65689","Bermondsey and Old Southwark","England","78","269","83.1","187","17.9","265","21.4","153","covered_by","E09000028"
"David Mowat","312","Warrington South","Conservative","1454","2927","2560","http://sexymp.co.uk/mp/439.jpg","E14001018","65916","Warrington South","England","78.2","265","82","284","17.6","295","20.3","295","covered_by","E06000007"
"Andrew Bridgen","313","North West Leicestershire","Conservative","1502","2985","2795","http://sexymp.co.uk/mp/70.jpg","E14000858","65776","North West Leicestershire","England","79.4","186","83","199","18.6","196","21","209","covered_by","E07000134"
"Stephen OBrien","314","Eddisbury","Conservative","1453","2907","2541","http://sexymp.co.uk/mp/459.jpg","E14000686","65756","Eddisbury","England","79.80000000000001","149.5","83.1","191","18.9","153","21","211","overlapped_by (calculated average)","E06000049,E06000050"
"Jack Straw","315","Blackburn","Labour","1568","2787","2855","http://sexymp.co.uk/mp/565.jpg","E14000570","65981","Blackburn","England","76.5","337","80.9","329","17.4","317","19.4","332","covered_by","E06000008"
"Martin Vickers","316","Cleethorpes","Conservative","1600","2676","2854","http://sexymp.co.uk/mp/602.jpg","E14000643","66057","Cleethorpes","England","78.1","267.5","82.35","256.5","17.9","270.5","20.65","247","overlapped_by (calculated average)","E06000012,E06000013"
"Pete Wishart","317","Perth and North Perthshire","Scottish National Party","1541","2846","2820","http://sexymp.co.uk/mp/638.jpg","S14000054","14451","Perth and North Perthshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Francis Maude","318","Horsham","Conservative","1461","2837","2534","http://sexymp.co.uk/mp/389.jpg","E14000753","65717","Horsham","England","81.7","20.5","84.30000000000001","76.5","19.85","31.5","21.950000000000003","87","overlapped_by (calculated average)","E07000227,E07000228"
"Bob Stewart","319","Beckenham","Conservative","1560","2717","2775","http://sexymp.co.uk/mp/562.jpg","E14000551","65725","Beckenham","England","81","51","84.5","51","19.6","62","21.9","84","covered_by","E09000006"
"Andrew Lansley","320","South Cambridgeshire","Conservative","1389","3197","2581","http://sexymp.co.uk/mp/348.jpg","E14000934","65922","South Cambridgeshire","England","81.35","72","85.2","27.5","19.8","66","22.65","37","overlapped_by (calculated average)","E07000008,E07000012"
"Stephen McPartland","321","Stevenage","Conservative","1597","2655","2863","http://sexymp.co.uk/mp/411.jpg","E14000968","65571","Stevenage","England","80.15","122.75","83.27499999999999","172.75","18.725","166.5","21.175","181.75","overlapped_by (calculated average)","E07000097,E07000099,E07000101,E07000104"
"Grant Shapps","322","Welwyn Hatfield","Conservative","1440","2942","2575","http://sexymp.co.uk/mp/531.jpg","E14001027","65740","Welwyn Hatfield","England","80.9","73","84.44999999999999","75.5","19.299999999999997","96","22.25","68","overlapped_by (calculated average)","E07000100,E07000104"
"Gavin Barwell","323","Croydon Central","Conservative","1515","2929","2858","http://sexymp.co.uk/mp/33.jpg","E14000654","65603","Croydon Central","England","79.2","197","83.2","183","18.5","203","21.2","172","covered_by","E09000008"
"Andrew Mitchell","324","Sutton Coldfield","Conservative","1493","3037","2876","http://sexymp.co.uk/mp/426.jpg","E14000985","65703","Sutton Coldfield","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Paul Beresford","325","Mole Valley","Conservative","1414","3047","2577","http://sexymp.co.uk/mp/45.jpg","E14000824","65693","Mole Valley","England","81.9","11.5","85.25","18.5","20.1","17.5","22.6","25","overlapped_by (calculated average)","E07000209,E07000210"
"Mark Williams","326","Ceredigion","Liberal Democrat","1544","2742","2783","http://sexymp.co.uk/mp/627.jpg","W07000064","66110","Ceredigion","Wales","79.9","144","83.9","114","19.4","76","21.9","82","covered_by","W06000008"
"Ivan Lewis","327","Bury South","Labour","1699","2523","3083","http://sexymp.co.uk/mp/363.jpg","E14000612","65975","Bury South","England","78","270","81","326","17.8","280","19.6","325","covered_by","E08000002"
"Chuka Umunna","328","Streatham","Labour","1489","3444","3258","http://sexymp.co.uk/mp/596.jpg","E14000978","66042","Streatham","England","78.2","257","83","200","18","249","21.3","169","covered_by","E09000022"
"James Gray","329","North Wiltshire","Conservative","1565","2769","2901","http://sexymp.co.uk/mp/238.jpg","E14000860","65822","North Wiltshire","England","80.4","101","83.9","108","19.3","98","21.8","104","covered_by","E06000054"
"David Hamilton","330","Midlothian","Labour","1479","2983","2791","http://sexymp.co.uk/mp/255.jpg","S14000045","14441","Midlothian","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Mark Menzies","331","Fylde","Conservative","1464","2951","2706","http://sexymp.co.uk/mp/416.jpg","E14000706","65955","Fylde","England","77.4","318","81","328","17.6","305","20.1","307","overlapped_by (calculated average)","E07000123"
"Jo Swinson","332","East Dunbartonshire","Liberal Democrat","1393","33045","27251","http://sexymp.co.uk/mp/576.jpg","S14000018","14415","East Dunbartonshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jacob Rees-Mogg","333","North East Somerset","Conservative","1430","3096","2729","http://sexymp.co.uk/mp/498.jpg","E14000846","65619","North East Somerset","England","80.6","84","84.4","65","19.4","91","21.9","89","covered_by","E06000022"
"Laurence Robertson","334","Tewkesbury","Conservative","1529","2734","2782","http://sexymp.co.uk/mp/511.jpg","E14000990","65976","Tewkesbury","England","79.60000000000001","159.33333333333334","83.93333333333332","107","18.766666666666666","161","21.933333333333337","79.66666666666667","overlapped_by (calculated average)","E07000078,E07000081,E07000083"
"Tim Yeo","335","South Suffolk","Conservative","1545","2673","2787","http://sexymp.co.uk/mp/647.jpg","E14000946","65614","South Suffolk","England","81.5","24","84.2","87","19.7","48","22","73","overlapped_by (calculated average)","E07000204"
"Kelvin Hopkins","336","Luton North","Labour","1649","2662","3159","http://sexymp.co.uk/mp/296.jpg","E14000800","65887","Luton North","England","78","276","82.1","275","18","256","20.5","271","covered_by","E06000032"
"Paul Blomfield","337","Sheffield Central","Labour","1778","2347","3192","http://sexymp.co.uk/mp/57.jpg","E14000919","65957","Sheffield Central","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Geoffrey Cox","338","Torridge and West Devon","Conservative","1475","2794","2688","http://sexymp.co.uk/mp/127.jpg","E14001000","65904","Torridge and West Devon","England","80.1","132","83.2","178","18.8","166","21.6","129","covered_by","E07000046"
"Simon Reevell","339","Dewsbury","Conservative","1652","2537","3036","http://sexymp.co.uk/mp/499.jpg","E14000666","65746","Dewsbury","England","78.2","261","82","286","18","255","20.3","294","covered_by","E08000034"
"David Ward","340","Bradford East","Liberal Democrat","1398","2940","2540","http://sexymp.co.uk/mp/609.jpg","E14000587","65694","Bradford East","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Stephen Metcalfe","341","South Basildon and East Thurrock","Conservative","1541","2756","2931","http://sexymp.co.uk/mp/418.jpg","E14000933","65962","South Basildon and East Thurrock","England","79.35","189.5","82.65","231","18.35","220.5","20.65","254","overlapped_by (calculated average)","E06000034,E07000066"
"Jerem Wright","342","Kenilworth and Southam","Conservative","1459","2815","2693","http://sexymp.co.uk/mp/645.jpg","E14000767","65968","Kenilworth and Southam","England","80.53333333333333","91","84.43333333333334","64","19.5","76","22.333333333333332","56","overlapped_by (calculated average)","E07000220,E07000221,E07000222"
"Chloe Smith","343","Norwich North","Conservative","1334","36135","28591","http://sexymp.co.uk/mp/548.jpg","E14000863","65768","Norwich North","England","81.4","31","84.1","93","19.6","67","21.6","135","covered_by","E07000144"
"Philip Hollobone","344","Kettering","Conservative","1565","2645","2919","http://sexymp.co.uk/mp/293.jpg","E14000769","66001","Kettering","England","79.2","202","82.7","229","18.2","233","21","210","covered_by","E07000153"
"Andrew Bingham","345","High Peak","Conservative","1603","2518","2921","http://sexymp.co.uk/mp/49.jpg","E14000748","66052","High Peak","England","80","137","83.4","157","18.7","182","20.8","233","covered_by","E07000037"
"Justine Greening","346","Putney","Conservative","1351","34611","28462","http://sexymp.co.uk/mp/243.jpg","E14000887","66045","Putney","England","79.1","210","83.2","180","18.1","243","20.9","219","covered_by","E09000032"
"Nigel Adams","347","Selby and Ainsty","Conservative","1418","2826","2590","http://sexymp.co.uk/mp/4.jpg","E14000917","65842","Selby and Ainsty","England","80.6","85","83.8","121","19.3","101","21.8","105","overlapped_by (calculated average)","E07000165"
"Danny Alexander","348","Inverness, Nairn, Badenoch and Strathspey","Liberal Democrat","1529","2758","2959","http://sexymp.co.uk/mp/8.jpg","S14000039","14435","Inverness, Nairn, Badenoch and Strathspey","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Jeffrey Donaldson","349","Lagan Valley","Democratic Unionist","1556","2686","2984","http://sexymp.co.uk/mp/161.jpg","N06000009","66132","Lagan Valley","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Damian Green","350","Ashford","Conservative","1556","2567","2849","http://sexymp.co.uk/mp/241.jpg","E14000536","65811","Ashford","England","81.3","40","84.4","73","19.7","42","22.1","56","covered_by","E07000105"
"Iain Duncan Smith","351","Chingford and Woodford Green","Conservative","1544","2635","2919","http://sexymp.co.uk/mp/174.jpg","E14000634","65721","Chingford and Woodford Green","England","79.75","153","83.7","127.5","18.95","146.5","21.65","123","overlapped_by (calculated average)","E09000026,E09000031"
"Paul Murphy","352","Torfaen","Labour","1702","2417","3227","http://sexymp.co.uk/mp/447.jpg","W07000053","66104","Torfaen","Wales","77.6","304","82.1","273","17.4","314","20.2","301","covered_by","W06000020"
"Andy Slaughter","353","Hammersmith","Labour","1613","2559","3109","http://sexymp.co.uk/mp/545.jpg","E14000726","65836","Hammersmith","England","79.1","213","83.3","171","18.8","174","21.5","142","covered_by","E09000013"
"Chris Bryant","354","Rhondda","Labour","1506","3069","3284","http://sexymp.co.uk/mp/81.jpg","W07000052","66092","Rhondda","Wales","76.4","338","81","327","17","334","19.6","327","covered_by","W06000016"
"John Howell","355","Henley","Conservative","1536","2632","2933","http://sexymp.co.uk/mp/302.jpg","E14000742","65786","Henley","England","80.6","85.5","84.15","88","19.3","97.5","21.85","94","overlapped_by (calculated average)","E07000177,E07000179"
