sep=,
"name","ranking","constituency","party","score","won","lost","image","area_gss_code","area_id","area_mapit_name","country"
"Alan Meale","558","Mansfield","Labour","1556","1963","3715","http://sexymp.co.uk/mp/414.jpg","E14000810","65647","Mansfield","England"
"Madeleine Moon","559","Bridgend","Labour","1335","21915","32490","http://sexymp.co.uk/mp/428.jpg","W07000073","66095","Bridgend","Wales"
"Richard Shepherd","560","Aldridge-Brownhills","Conservative","1415","2124","3467","http://sexymp.co.uk/mp/536.jpg","E14000531","65773","Aldridge-Brownhills","England"
"Dan Rogerson","561","North Cornwall","Liberal Democrat","1408","2164","3521","http://sexymp.co.uk/mp/513.jpg","E14000837","65602","North Cornwall","England"
"David Tredinnick","562","Bosworth","Conservative","1436","2043","3428","http://sexymp.co.uk/mp/588.jpg","E14000583","66071","Bosworth","England"
"Sammy Wilson","563","East Antrim","Democratic Unionist","1550","2012","3805","http://sexymp.co.uk/mp/635.jpg","N06000005","66128","East Antrim","Northern Ireland"
"Martin Caton","564","Gower","Labour","1479","2042","3604","http://sexymp.co.uk/mp/106.jpg","W07000046","66083","Gower","Wales"
"Ian Mearns","565","Gateshead","Labour","1532","1973","3676","http://sexymp.co.uk/mp/415.jpg","E14000709","65870","Gateshead","England"
"Tony Cunningham","566","Workington","Labour","1504","2057","3746","http://sexymp.co.uk/mp/138.jpg","E14001053","65625","Workington","England"
"Jim Shannon","567","Strangford","Democratic Unionist","1608","1986","4006","http://sexymp.co.uk/mp/530.jpg","N06000016","66139","Strangford","Northern Ireland"
"Joan Walley","568","Stoke-on-Trent North","Labour","1315","22037","32450","http://sexymp.co.uk/mp/607.jpg","E14000973","65783","Stoke-on-Trent North","England"
"Andrew Miller","569","Ellesmere Port and Neston","Labour","1563","2066","4014","http://sexymp.co.uk/mp/422.jpg","E14000688","65991","Ellesmere Port and Neston","England"
"Chris Ruane","570","Vale of Clwyd","Labour","1472","2060","3651","http://sexymp.co.uk/mp/518.jpg","W07000060","66116","Vale of Clwyd","Wales"
"Marsha Singh","571","Bradford West","Labour","1469","2154","3800","http://sexymp.co.uk/mp/542.jpg","E14000589","66036","Bradford West","England"
"Naomi Long","572","Belfast East","Alliance","1352","22175","34362","http://sexymp.co.uk/mp/371.jpg","N06000001","66124","Belfast East","Northern Ireland"
"Michael Meacher","573","Oldham West and Royton","Labour","1491","2123","3855","http://sexymp.co.uk/mp/413.jpg","E14000871","66022","Oldham West and Royton","England"
"Gordon Banks","574","Ochil and South Perthshire","Labour","1453","2114","3692","http://sexymp.co.uk/mp/28.jpg","S14000050","14447","Ochil and South Perthshire","Scotland"
"Alan Whitehead","575","Southampton, Test","Labour","1565","1959","3837","http://sexymp.co.uk/mp/620.jpg","E14000956","65580","Southampton, Test","England"
"Denis MackShane","576","Rotherham","Labour","1451","2227","3896","http://sexymp.co.uk/mp/382.jpg","E14000904","66029","Rotherham","England"
"Nigel Mills","577","Amber Valley","Conservative","1446","1986","3451","http://sexymp.co.uk/mp/424.jpg","E14000533","65809","Amber Valley","England"
"Meg Munn","578","Sheffield, Heeley","Labour Co-operative","1342","21607","33343","http://sexymp.co.uk/mp/443.jpg","E14000923","65549","Sheffield, Heeley","England"
"George Howarth","579","Knowsley","Labour","1474","2365","4258","http://sexymp.co.uk/mp/300.jpg","E14000775","65869","Knowsley","England"
"Stephen Pound","580","Ealing North","Labour","1467","2112","3783","http://sexymp.co.uk/mp/486.jpg","E14000675","65701","Ealing North","England"
"Adrian Sanders","581","Torbay","Liberal Democrat","1359","2160","3418","http://sexymp.co.uk/mp/524.jpg","E14000999","65692","Torbay","England"
"David Heyes","582","Ashton-under-Lyne","Labour","1574","1924","3856","http://sexymp.co.uk/mp/284.jpg","E14000537","66056","Ashton-under-Lyne","England"
"Grahame Morris","583","Easington","Labour","1585","1885","3823","http://sexymp.co.uk/mp/436.jpg","E14000677","65823","Easington","England"
"Mark Lazarowicz","584","Edinburgh North and Leith","Labour Co-operative","1549","1979","3900","http://sexymp.co.uk/mp/352.jpg","S14000023","14420","Edinburgh North and Leith","Scotland"
"Menzies Campbell","585","North East Fife","Liberal Democrat","1421","2270","3939","http://sexymp.co.uk/mp/100.jpg","S14000049","14446","North East Fife","Scotland"
"Malcom Rifkind","586","Kensington","Conservative","1407","1959","3339","http://sexymp.co.uk/mp/504.jpg","E14000768","65939","Kensington","England"
"Bill Esterson","587","Sefton Central","Labour","1436","2175","3839","http://sexymp.co.uk/mp/188.jpg","E14000916","65706","Sefton Central","England"
"Bob Blackman","588","Harrow East","Conservative","1586","2551","5254","http://sexymp.co.uk/mp/52.jpg","E14000731","65650","Harrow East","England"
"George Young","589","North West Hampshire","Conservative","1504","1975","3756","http://sexymp.co.uk/mp/648.jpg","E14000857","65894","North West Hampshire","England"
"Gordon Henderson","590","Sittingbourne and Sheppey","Conservative","1421","1901","3361","http://sexymp.co.uk/mp/278.jpg","E14000927","65610","Sittingbourne and Sheppey","England"
"Hywel Francis","591","Aberavon","Labour","1527","2006","3976","http://sexymp.co.uk/mp/209.jpg","W07000049","66101","Aberavon","Wales"
"Patrick Mercer","592","Newark","Conservative","1423","1969","3537","http://sexymp.co.uk/mp/417.jpg","E14000829","65696","Newark","England"
"Alistair Burt","593","North East Bedfordshire","Conservative","1442","1981","3626","http://sexymp.co.uk/mp/91.jpg","E14000841","65855","North East Bedfordshire","England"
"Michael Fabricant","594","Lichfield","Conservative","1317","2077","3305","http://sexymp.co.uk/mp/195.jpg","E14000791","66046","Lichfield","England"
"Ian Lucas","595","Wrexham","Labour","1416","2049","3657","http://sexymp.co.uk/mp/377.jpg","W07000044","66113","Wrexham","Wales"
"John Robertson","596","Glasgow North West","Labour","1531","2032","4106","http://sexymp.co.uk/mp/510.jpg","S14000033","14429","Glasgow North West","Scotland"
"Richard Bacon","597","South Norfolk","Conservative","1398","1990","3506","http://sexymp.co.uk/mp/19.jpg","E14000941","65666","South Norfolk","England"
"Roger Godsiff","598","Birmingham, Hall Green","Labour","1477","2047","3941","http://sexymp.co.uk/mp/230.jpg","E14000562","65597","Birmingham, Hall Green","England"
"Nick Harvey","599","North Devon","Liberal Democrat","1467","1924","3666","http://sexymp.co.uk/mp/269.jpg","E14000838","65658","North Devon","England"
"Alan Beith","600","Berwick-upon-Tweed","Liberal Democrat","1538","1898","3880","http://sexymp.co.uk/mp/38.jpg","E14000554","65726","Berwick-upon-Tweed","England"
"William Cash","601","Stone","Conservative","1396","2019","3572","http://sexymp.co.uk/mp/105.jpg","E14000975","65950","Stone","England"
"Jack Dromey","602","Birmingham, Erdington","Labour","1402","2287","4096","http://sexymp.co.uk/mp/170.jpg","E14000561","65667","Birmingham, Erdington","England"
"John Stanley","603","Tonbridge and Malling","Conservative","1412","2018","3655","http://sexymp.co.uk/mp/559.jpg","E14000997","65744","Tonbridge and Malling","England"
"Vince Cable","604","Twickenham","Liberal Democrat","1360","2376","4062","http://sexymp.co.uk/mp/95.jpg","E14001005","65782","Twickenham","England"
"Stephem Hammond","605","Wimbledon","Conservative","1367","1985","3448","http://sexymp.co.uk/mp/258.jpg","E14001040","65827","Wimbledon","England"
"Liam Byrne","606","Birmingham, Hodge Hill","Labour","1406","2127","3953","http://sexymp.co.uk/mp/94.jpg","E14000563","66072","Birmingham, Hodge Hill","England"
"Keith Simpson","607","Broadland","Conservative","1433","1870","3594","http://sexymp.co.uk/mp/541.jpg","E14000603","65852","Broadland","England"
"Rosie Cooper","608","West Lancashire","Labour","1418","19391","36800","http://sexymp.co.uk/mp/124.jpg","E14001033","65873","West Lancashire","England"
"Bob Russell","609","Colchester","Liberal Democrat","1468","1926","3854","http://sexymp.co.uk/mp/522.jpg","E14000644","65926","Colchester","England"
"Helen Goodman","610","Bishop Auckland","Labour","1304","20417","34513","http://sexymp.co.uk/mp/233.jpg","E14000569","65820","Bishop Auckland","England"
"Julie Hilling","611","Bolton West","Labour","1317","20235","34692","http://sexymp.co.uk/mp/286.jpg","E14000580","65738","Bolton West","England"
"John Pugh","612","Southport","Liberal Democrat","1502","1877","3937","http://sexymp.co.uk/mp/490.jpg","E14000958","65728","Southport","England"
"Andrew Stunel","613","Hazel Grove","Liberal Democrat","1473","1891","3891","http://sexymp.co.uk/mp/571.jpg","E14000738","65557","Hazel Grove","England"
"Mike Gapes","614","Ilford South","Labour Co-operative","1511","1888","4060","http://sexymp.co.uk/mp/216.jpg","E14000760","65585","Ilford South","England"
"Richard Ottaway","615","Croydon South","Conservative","1430","1836","3633","http://sexymp.co.uk/mp/467.jpg","E14000656","65923","Croydon South","England"
"Anne McGuire","616","Stirling","Labour","1313","20233","35460","http://sexymp.co.uk/mp/406.jpg","S14000057","14454","Stirling","Scotland"
"Hywell Williams","617","Arfon","Plaid Cymru","1483","1898","4008","http://sexymp.co.uk/mp/626.jpg","W07000057","66108","Arfon","Wales"
"David Willetts","618","Havant","Conservative","1448","1817","3715","http://sexymp.co.uk/mp/625.jpg","E14000736","65699","Havant","England"
"Anne Begg","619","Aberdeen South","Labour","1394","19257","37556","http://sexymp.co.uk/mp/37.jpg","S14000002","14399","Aberdeen South","Scotland"
"Robert Smith","620","West Aberdeenshire and Kincardine","Liberal Democrat","1401","1912","3747","http://sexymp.co.uk/mp/553.jpg","S14000058","14455","West Aberdeenshire and Kincardine","Scotland"
"Ian Swales","621","Redcar","Liberal Democrat","1291","2077","3590","http://sexymp.co.uk/mp/574.jpg","E14000891","66032","Redcar","England"
"Fiona MacTaggart","622","Slough","Labour","1402","19249","37945","http://sexymp.co.uk/mp/383.jpg","E14000930","65680","Slough","England"
"Conor Murphy","623","Newry and Armagh","Sinn Fein","1397","1993","3935","http://sexymp.co.uk/mp/445.jpg","N06000011","66134","Newry and Armagh","Northern Ireland"
"Tom Watson","624","West Bromwich East","Labour","1395","2099","4182","http://sexymp.co.uk/mp/611.jpg","E14001029","65983","West Bromwich East","England"
"James Arbuthnot","625","North East Hampshire","Conservative","1433","1850","3865","http://sexymp.co.uk/mp/16.jpg","E14000844","65729","North East Hampshire","England"
"Alan Reid","626","Argyll and Bute","Liberal Democrat","1474","1852","4031","http://sexymp.co.uk/mp/501.jpg","S14000005","14402","Argyll and Bute","Scotland"
"Glanda Jackson","627","Hampstead and Kilburn","Labour","1376","18964","37349","http://sexymp.co.uk/mp/312.jpg","E14000727","65576","Hampstead and Kilburn","England"
"Gordon Birtwistle","628","Burnley","Liberal Democrat","1392","1880","3805","http://sexymp.co.uk/mp/51.jpg","E14000609","65846","Burnley","England"
"Oliver Letwin","629","West Dorset","Conservative","1363","1840","3634","http://sexymp.co.uk/mp/361.jpg","E14001031","65716","West Dorset","England"
"Shailesh Vara","630","North West Cambridgeshire","Conservative","1308","1883","3503","http://sexymp.co.uk/mp/599.jpg","E14000855","65565","North West Cambridgeshire","England"
"David Winnick","631","Walsall North","Labour","1454","1920","4183","http://sexymp.co.uk/mp/636.jpg","E14001011","65890","Walsall North","England"
"Sandra Osborne","632","Ayr, Carrick and Cumnock","Labour","1347","19405","38050","http://sexymp.co.uk/mp/466.jpg","S14000006","14403","Ayr, Carrick and Cumnock","Scotland"
"John Healey","633","Wentworth and Dearne","Labour","1428","1916","4161","http://sexymp.co.uk/mp/274.jpg","E14001028","65588","Wentworth and Dearne","England"
"Margaret Beckett","634","Derby South","Labour","1313","19484","38217","http://sexymp.co.uk/mp/36.jpg","E14000663","65863","Derby South","England"
"Lindsay Roy","635","Glenrothes","Labour","1480","1801","4291","http://sexymp.co.uk/mp/517.jpg","S14000036","14432","Glenrothes","Scotland"
"Norman Baker","636","Lewes","Liberal Democrat","1432","1781","4053","http://sexymp.co.uk/mp/23.jpg","E14000786","66020","Lewes","England"
"Julian Huppart","637","Cambridge","Liberal Democrat","1383","1802","3955","http://sexymp.co.uk/mp/309.jpg","E14000617","65927","Cambridge","England"
"Ronnie Campbell","638","Blyth Valley","Labour","1492","1778","4361","http://sexymp.co.uk/mp/101.jpg","E14000575","65753","Blyth Valley","England"
"Pat Doherty","639","West Tyrone","Sinn Fein","1484","1754","4270","http://sexymp.co.uk/mp/160.jpg","N06000018","66141","West Tyrone","Northern Ireland"
"Michael Connarty","640","Linlithgow and East Falkirk","Conservative","1355","1898","4063","http://sexymp.co.uk/mp/123.jpg","S14000043","14439","Linlithgow and East Falkirk","Scotland"
"Don Foster","641","Bath","Liberal Democrat","1439","1704","3999","http://sexymp.co.uk/mp/206.jpg","E14000547","65798","Bath","England"
"Annette Brooke","642","Mid Dorset and North Poole","Liberal Democrat","1341","18100","38309","http://sexymp.co.uk/mp/73.jpg","E14000815","66061","Mid Dorset and North Poole","England"
"Alun Michael","643","Cardiff South and Penarth","Labour Co-operative","1370","1833","4209","http://sexymp.co.uk/mp/419.jpg","W07000080","66119","Cardiff South and Penarth","Wales"
"Paul Burstow","644","Sutton and Cheam","Liberal Democrat","1230","1860","3657","http://sexymp.co.uk/mp/90.jpg","E14000984","66040","Sutton and Cheam","England"
"Roger Williams","645","Brecon and Radnorshire","Liberal Democrat","1356","1753","4072","http://sexymp.co.uk/mp/628.jpg","W07000068","66088","Brecon and Radnorshire","Wales"
"Sheila Gilmore","646","Edinburgh East","Labour","1234","17962","39636","http://sexymp.co.uk/mp/226.jpg","S14000022","14419","Edinburgh East","Scotland"
"Angus Robertson","647","Moray","Scottish National Party","1258","1759","4074","http://sexymp.co.uk/mp/508.jpg","S14000046","14442","Moray","Scotland"
"Steve McCabe","648","Birmingham, Selly Oak","Labour","1676","3167","15119","http://sexymp.co.uk/mp/392.jpg","E14000567","65804","Birmingham, Selly Oak","England"
